연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도
목디스크운동,1850.0,14100.0,1.4,117.5,0.08,0.9,15,3
목스트레칭,1420.0,4690.0,0.6,0.3,0.05,0.01,15,3
차량용목쿠션,3190.0,24600.0,8.0,222.5,0.27,0.96,15,3
모션데스크,7280.0,13200.0,77.1,312.9,1.11,2.53,15,3
높이조절책상,2960.0,8500.0,30.5,174.2,1.08,2.22,15,3
높이조절테이블,1030.0,4220.0,7.2,64.3,0.74,1.65,15,3
스탠딩데스크,1200.0,1940.0,9.9,29.9,0.85,1.66,15,3
전동책상,1120.0,2150.0,8.8,36.7,0.83,1.85,15,3
모니터거치대,5910.0,8000.0,28.8,120.5,0.51,1.62,15,3
컴퓨터책상,18700.0,57200.0,114.8,853.6,0.65,1.62,15,3
높낮이조절책상,1150.0,2900.0,16.4,99.4,1.49,3.7,15,3
스탠딩책상,2680.0,8470.0,21.1,166.5,0.82,2.12,15,3
스탠드책상,910.0,2480.0,7.2,25.5,0.82,1.12,15,3
독서실책상,4040.0,29700.0,55.2,692.3,1.44,2.55,15,3
입식테이블,940.0,2480.0,2.1,13.1,0.24,0.56,15,3
노트북책상,930.0,3160.0,3.3,25.9,0.38,0.9,15,3
학원책상,1180.0,4790.0,48.5,231.2,4.29,5.16,15,3
쇼파테이블,2860.0,18800.0,35.1,296.7,1.28,1.73,15,3
코너책상,860.0,4570.0,4.1,24.9,0.51,0.59,15,3
책상높이조절,830.0,2210.0,3.1,20.4,0.41,0.99,15,3
책상높이,910.0,1650.0,0.5,0.3,0.07,0.03,14,3
스탠딩테이블,1010.0,2260.0,4.1,25.9,0.42,1.24,15,3
작업테이블,890.0,1490.0,16.5,36.2,1.89,2.57,15,3
베드테이블,1370.0,8180.0,4.1,89.3,0.32,1.19,15,3
보조테이블,1060.0,3940.0,2.7,36.5,0.27,1.01,15,3
데스크,1600.0,5190.0,5.1,43.7,0.34,0.91,15,3
이동식테이블,1330.0,4870.0,5.0,70.1,0.4,1.55,15,3
침대테이블,1860.0,9670.0,8.9,75.6,0.5,0.85,15,3
소파테이블,3220.0,15700.0,31.7,254.8,1.03,1.78,15,3
높이조절모니터받침대,910.0,1810.0,5.4,19.1,0.61,1.13,15,3
침대사이드테이블,1020.0,5680.0,4.9,90.8,0.51,1.75,15,3
간이테이블,1250.0,4250.0,2.5,47.8,0.21,1.22,15,3
높이조절독서대,1160.0,5550.0,10.7,145.3,0.96,2.8,15,3
데스커컴퓨터책상,920.0,3660.0,1.5,17.2,0.18,0.51,15,3
서재책상,1330.0,5640.0,18.0,104.7,1.43,2.05,15,3
ㄱ자책상,1170.0,3640.0,10.7,50.0,0.97,1.51,15,3
듀얼모니터암,3500.0,5330.0,11.7,33.8,0.35,0.68,15,3
1인용컴퓨터책상,1830.0,9760.0,26.1,162.8,1.49,1.8,15,3
책받침대,1900.0,7320.0,8.7,116.8,0.49,1.72,15,3
책상세트,890.0,5640.0,10.1,117.1,1.19,2.27,15,3
철제책상,1810.0,7760.0,18.1,167.4,1.04,2.35,15,3
책상조명,1050.0,3280.0,5.2,44.0,0.53,1.47,15,3
초등학생책상,3210.0,17900.0,25.1,363.1,0.82,2.2,15,3
학생책상,1320.0,7540.0,15.9,199.1,1.28,2.9,15,3
작업대,3060.0,4480.0,45.1,71.1,1.52,1.69,15,3
어린이책상,1730.0,12800.0,19.5,277.1,1.17,2.38,15,3
이케아테이블,1310.0,8860.0,2.4,49.5,0.19,0.61,15,3
고등학생책상,940.0,8280.0,14.6,221.4,1.62,2.94,15,3
아이방꾸미기,1060.0,6630.0,4.0,57.9,0.39,0.95,15,3
데스커책상,6020.0,47100.0,13.7,183.1,0.24,0.43,15,3
서울대의자,2250.0,10600.0,8.7,90.3,0.41,0.93,15,3
실험실,1390.0,1340.0,5.0,9.1,0.38,0.72,15,3
HOOD,1460.0,5300.0,0.9,0.3,0.07,0.01,15,3
책상선반,1830.0,4270.0,3.0,24.0,0.18,0.61,15,3
수납함,3320.0,10800.0,9.5,113.7,0.3,1.14,15,3
좌식책상,1810.0,7350.0,5.7,68.5,0.34,1.01,15,3
상판,990.0,3140.0,3.0,17.5,0.32,0.61,15,3
어고트론모니터암,900.0,1100.0,3.5,2.9,0.4,0.28,10,2
모니터브라켓,910.0,1210.0,10.1,19.4,1.15,1.68,15,3
안전발판,1170.0,1450.0,17.9,40.1,1.57,2.91,15,3
건조대,2220.0,10500.0,3.2,86.1,0.16,0.89,15,3
미니책상,890.0,4940.0,5.9,51.8,0.7,1.15,15,3
캠핑용테이블,820.0,3550.0,5.9,61.3,0.73,1.87,15,3
실내디퓨저,1950.0,14700.0,6.9,107.7,0.37,0.77,15,3
디퓨져,5610.0,31700.0,20.3,451.3,0.38,1.53,15,3
차량용디퓨저,1800.0,7980.0,8.5,91.8,0.49,1.24,15,3
차량용방향제,22800.0,138000.0,53.6,851.0,0.24,0.65,15,3
실내방향제,1620.0,7930.0,9.0,108.0,0.58,1.48,15,3
차량방향제,5910.0,53700.0,21.7,676.0,0.38,1.36,15,3
캔들,4740.0,32400.0,11.0,261.5,0.25,0.87,15,3
섬유유연제,7300.0,67200.0,12.4,353.0,0.18,0.57,15,3
세탁세제,7060.0,69000.0,17.7,261.5,0.26,0.4,15,3
향초,3150.0,14700.0,5.7,95.0,0.19,0.7,15,3
남성청결제,1870.0,18600.0,11.2,108.8,0.63,0.63,15,3
탄생화,5170.0,35700.0,0.7,1.7,0.02,0.01,3,3
기념일선물,820.0,4720.0,1.6,12.4,0.2,0.28,15,3
집들이선물추천,2480.0,13600.0,3.6,64.4,0.15,0.51,15,3
자동차방향제,2750.0,14300.0,8.3,147.8,0.32,1.11,15,3
시트러스향,1040.0,6000.0,0.3,12.3,0.04,0.23,15,3
화장실방향제,1780.0,8830.0,4.5,94.5,0.27,1.17,15,3
피톤치드방향제,950.0,2500.0,2.3,49.4,0.26,2.14,15,3
산타마리아노벨라디퓨저,970.0,5810.0,3.6,87.5,0.38,1.63,15,3
퍼퓸,1800.0,8400.0,0.7,5.0,0.04,0.07,15,3
벚꽃,4810.0,19000.0,0.3,0.7,0.01,0.01,3,3
SCENT,2280.0,9070.0,0.9,4.0,0.05,0.05,12,2
이솝디퓨저,920.0,5710.0,5.3,41.3,0.59,0.79,7,2
결혼선물,3180.0,20500.0,2.6,9.0,0.09,0.05,15,3
퇴사선물,2980.0,11300.0,4.3,37.2,0.15,0.35,15,3
명품차량용방향제,1120.0,7360.0,6.1,96.4,0.56,1.41,15,3
생일선물,7370.0,53300.0,8.7,172.5,0.13,0.35,15,3
방향제자동분사기,1090.0,4290.0,7.3,67.8,0.7,1.69,15,3
생일축하,2360.0,11900.0,1.7,91.7,0.08,0.82,15,3
1주년선물,1050.0,6980.0,1.2,22.0,0.12,0.34,15,3
소이캔들,1200.0,4670.0,2.8,43.8,0.25,1.01,15,3
매트리스,28000.0,149000.0,173.3,1688.2,0.64,1.22,15,3
매트리스렌탈,950.0,5870.0,19.9,225.8,2.17,4.09,15,3
침대렌탈,2770.0,15000.0,52.3,713.4,1.96,5.06,15,3
바닥매트리스,3380.0,19500.0,26.1,281.2,0.81,1.55,15,3
매트리스청소,870.0,5470.0,17.9,245.6,2.11,4.8,15,3
토퍼매트리스,6700.0,47400.0,63.3,939.1,0.98,2.15,15,3
토퍼추천,1100.0,5660.0,15.0,152.1,1.41,2.92,15,3
퀸매트리스,1100.0,8520.0,4.3,70.3,0.4,0.87,15,3
슈퍼싱글매트리스,3280.0,25900.0,17.7,371.7,0.56,1.54,15,3
싱글매트리스,2530.0,16000.0,9.8,212.8,0.41,1.44,15,3
매트리스추천,1990.0,7310.0,12.4,113.1,0.65,1.68,15,3
침대브랜드,1380.0,3860.0,6.7,41.7,0.51,1.17,15,3
매트리스토퍼,2430.0,13100.0,20.5,228.2,0.88,1.87,15,3
에어매트리스,1160.0,5560.0,4.3,65.3,0.39,1.27,15,3
싱글,1620.0,7430.0,0.6,3.6,0.04,0.06,15,3
슈퍼싱글사이즈,4990.0,34900.0,7.2,292.0,0.15,0.91,15,3
퀸사이즈,1680.0,7210.0,0.5,30.6,0.04,0.46,15,3
바닥토퍼,930.0,5440.0,9.7,131.5,1.07,2.59,15,3
토퍼제작,1980.0,9740.0,24.7,332.0,1.27,3.64,15,3
3단접이식매트리스,1130.0,6910.0,7.9,110.6,0.74,1.71,15,3
싱글침대사이즈,1470.0,7070.0,3.3,64.3,0.23,0.99,15,3
매트리스사이즈,1310.0,4850.0,1.3,6.7,0.11,0.16,15,3
3단매트리스,1870.0,9980.0,20.7,299.7,1.16,3.25,15,3
슈퍼싱글,1850.0,7460.0,2.9,46.7,0.17,0.69,15,3
침대토퍼,1390.0,7400.0,7.5,119.5,0.57,1.74,15,3
더블베드,940.0,2390.0,0.6,4.8,0.07,0.22,15,3
더블침대사이즈,810.0,4820.0,3.9,85.0,0.5,1.9,15,3
호텔침대,1130.0,5780.0,10.5,142.8,0.97,2.69,15,3
이케아매트리스,1200.0,7940.0,1.3,48.3,0.12,0.67,15,3
킹침대,940.0,6790.0,8.5,190.2,0.96,3.06,15,3
베드,1160.0,4740.0,0.6,3.0,0.06,0.07,15,3
침대매트리스추천,880.0,4350.0,7.7,82.2,0.9,2.05,15,3
침대사이즈,6780.0,37400.0,13.1,246.5,0.21,0.72,15,3
매트리스깔판,1960.0,13900.0,5.5,148.5,0.3,1.16,15,3
매트리스받침대,990.0,6650.0,1.7,51.9,0.19,0.85,15,3
침대퀸사이즈,1240.0,6680.0,1.8,59.0,0.16,0.96,15,3
라텍스,2790.0,11300.0,7.3,166.6,0.28,1.57,15,3
라텍스매트리스,4490.0,28600.0,32.7,571.0,0.77,2.14,15,3
접이식매트리스,6340.0,39000.0,47.7,803.6,0.79,2.22,15,3
메모리폼매트리스,2790.0,22100.0,18.1,276.2,0.68,1.32,15,3
접이식토퍼,1360.0,8000.0,8.8,97.6,0.67,1.33,15,3
접이식매트,1160.0,5840.0,4.5,80.4,0.4,1.49,15,3
수면매트,1570.0,12200.0,17.5,317.3,1.15,2.77,15,3
메모리폼,1940.0,8390.0,3.6,63.0,0.2,0.81,15,3
쇼파침대,1490.0,10800.0,9.5,221.9,0.66,2.24,15,3
접이식침대,4550.0,23700.0,28.7,371.1,0.67,1.69,15,3
토퍼,19400.0,100300.0,104.4,1113.3,0.56,1.2,15,3
폴더매트,920.0,12000.0,2.1,72.4,0.24,0.64,15,3
집먼지진드기,930.0,5760.0,2.0,34.3,0.23,0.64,15,3
창틀청소,820.0,4320.0,3.2,60.5,0.4,1.53,15,3
미니침대,830.0,6400.0,9.3,200.3,1.18,3.4,15,3
바닥매트,3910.0,16700.0,40.9,339.2,1.09,2.19,15,3
리바트침대,1210.0,12400.0,6.6,164.8,0.58,1.47,15,3
코웨이매트리스렌탈,840.0,8700.0,6.9,136.6,0.85,1.67,15,3
더블침대,2530.0,13100.0,17.3,225.8,0.71,1.86,15,3
킹사이즈침대,1990.0,8340.0,10.3,145.4,0.54,1.91,15,3
카페트세탁,810.0,7530.0,9.6,195.0,1.22,2.87,15,3
고이비토,6250.0,61100.0,14.2,673.0,0.24,1.19,9,2
이불커버,4720.0,29900.0,78.2,679.8,1.74,2.46,15,3
차렵이불,7320.0,44600.0,58.7,695.4,0.84,1.69,15,3
호텔이불,1670.0,8970.0,13.9,165.6,0.87,1.99,15,3
이불브랜드,1570.0,8660.0,26.5,216.4,1.75,2.71,15,3
차렵이불세트,980.0,6620.0,10.9,166.0,1.15,2.74,15,3
구스이불,8240.0,50900.0,96.7,1147.6,1.21,2.42,15,3
겨울이불,9910.0,67000.0,135.5,1835.3,1.42,2.92,15,3
겨울이불세트,1550.0,7260.0,21.9,269.1,1.45,3.97,15,3
모달이불,3050.0,25900.0,33.5,608.5,1.14,2.54,15,3
수선,3400.0,27300.0,1.5,3.3,0.05,0.02,15,3
BAMBOO,1270.0,5220.0,1.1,34.4,0.09,0.71,15,3
극세사이불세트,1610.0,10400.0,32.0,293.1,2.03,3.0,15,3
뱀부,1000.0,6930.0,0.4,12.9,0.05,0.21,15,3
후드담요,1950.0,8460.0,4.7,32.5,0.25,0.41,15,3
종량제봉투,3060.0,12500.0,12.0,153.1,0.41,1.32,15,3
시몬스매트리스,3020.0,24500.0,11.3,186.2,0.39,0.85,15,3
바닥이불,870.0,5690.0,4.5,103.0,0.53,1.95,15,3
범퍼,1160.0,3620.0,0.5,0.7,0.05,0.02,15,3
요,2380.0,13500.0,5.9,141.2,0.26,1.13,15,3
이마트트레이더스추천,970.0,7080.0,0.0,1.0,0.0,0.02,3,3
SMARTSTORE,860.0,1160.0,2.5,27.4,0.3,2.58,15,3
템퍼토퍼,1110.0,7160.0,2.7,75.0,0.25,1.14,15,3
마약매트리스,1280.0,6390.0,3.9,84.0,0.32,1.41,15,3
방수커버,1130.0,5980.0,2.5,65.3,0.23,1.19,15,3
토퍼커버,1040.0,7020.0,10.8,119.8,1.07,1.86,15,3
아기침대,5360.0,48100.0,30.0,736.9,0.58,1.66,15,3
공동구매,2780.0,3950.0,63.3,260.3,2.34,7.0,15,3
거실매트,4350.0,40800.0,44.9,703.6,1.07,1.87,15,3
물티슈,25200.0,144700.0,26.5,380.3,0.11,0.28,15,3
아기물티슈,2020.0,14600.0,4.3,155.8,0.22,1.14,15,3
대용량물티슈,1490.0,9430.0,3.5,131.2,0.25,1.48,15,3
두루마리휴지,6190.0,31900.0,10.6,314.7,0.18,1.06,15,3
스트레치필름,2900.0,2910.0,19.4,43.3,0.68,1.56,15,3
화장지,7320.0,37900.0,18.0,321.0,0.26,0.92,15,3
각티슈,6090.0,21700.0,12.9,111.7,0.22,0.56,15,3
착한화장지,1320.0,6610.0,2.4,76.5,0.19,1.24,15,3
휴지30롤,1980.0,15800.0,8.0,272.5,0.42,1.85,15,3
화장지30롤,1640.0,13100.0,9.3,292.6,0.6,2.4,15,3
휴지,10700.0,45900.0,11.2,280.2,0.11,0.66,15,3
손소독티슈,890.0,3240.0,2.2,20.5,0.25,0.68,15,3
크리넥스,3810.0,16400.0,3.7,54.8,0.1,0.36,15,3
점보롤휴지,1000.0,1380.0,7.0,25.1,0.72,1.92,15,3
공업용랩,1460.0,3850.0,16.1,44.8,1.12,1.2,15,3
곽티슈,2400.0,6170.0,3.6,26.3,0.16,0.46,15,3
비데물티슈,940.0,6880.0,3.3,87.8,0.37,1.38,15,3
티슈,1240.0,4530.0,1.0,18.5,0.09,0.44,15,3
핸드타월,1640.0,2700.0,4.7,26.8,0.3,1.06,15,3
출산준비물리스트,2870.0,12300.0,2.5,49.7,0.09,0.44,15,3
갑티슈,1490.0,3690.0,1.3,1.5,0.09,0.05,15,3
미니각티슈,900.0,3740.0,1.8,30.3,0.21,0.88,15,3
휴대용비데,920.0,8760.0,6.7,161.8,0.75,1.9,15,3
뽑아쓰는키친타올,1000.0,6130.0,2.1,59.9,0.22,1.06,15,3
출산준비물,1420.0,4800.0,2.0,26.4,0.15,0.59,15,3
유아용품,1070.0,2550.0,10.0,29.3,0.96,1.24,15,3
플라스틱용기,1270.0,2330.0,48.7,48.1,3.94,2.23,15,3
청첩장제작,920.0,3350.0,32.9,209.6,3.71,6.73,15,3
손톱깍이,1030.0,2630.0,2.3,16.1,0.24,0.67,15,3
써큘레이터,2020.0,10100.0,1.1,59.0,0.06,0.63,15,3
농구공,3260.0,18600.0,6.7,109.8,0.22,0.64,15,3
세탁세제추천,1030.0,12500.0,3.7,111.0,0.38,0.95,15,3
스트레치,940.0,2000.0,0.5,1.6,0.06,0.09,15,3
일회용행주,2350.0,4990.0,0.9,21.5,0.04,0.46,15,3
메모지,3530.0,4140.0,4.3,26.9,0.13,0.7,15,3
테이핑테이프,960.0,7600.0,6.7,117.0,0.73,1.65,15,3
펑크린,1210.0,6270.0,0.5,25.8,0.04,0.45,15,3
페그보드,880.0,2610.0,1.9,25.1,0.22,1.02,15,3
일회용면도기,970.0,4730.0,2.1,36.9,0.23,0.85,15,3
캐니스터,1490.0,3930.0,0.9,0.0,0.06,0.0,15,3
커피잔세트,1350.0,6760.0,3.7,94.8,0.28,1.53,15,3
스팀피쳐,850.0,4030.0,1.0,27.3,0.13,0.73,15,3
양은냄비,1740.0,10600.0,2.8,65.5,0.17,0.66,15,3
국그릇,920.0,2580.0,2.4,18.3,0.28,0.77,15,3
머니클립,1470.0,8230.0,1.1,28.8,0.09,0.39,15,3
미끄럼방지스티커,1180.0,4400.0,5.4,36.8,0.47,0.91,15,3
베이비파우더,1190.0,6830.0,1.6,42.8,0.14,0.68,15,3
티크린,1100.0,4360.0,4.0,67.3,0.38,1.67,15,3
드라이샴푸,3200.0,26100.0,3.1,220.3,0.11,0.92,15,3
가성소다,3110.0,6470.0,19.1,87.3,0.63,1.43,15,3
글리세린,5340.0,21800.0,10.8,128.0,0.21,0.64,15,3
생분해플라스틱,1080.0,1960.0,9.5,29.5,0.9,1.56,15,3
클리너,1260.0,1710.0,0.3,1.3,0.03,0.08,15,3
재활용품,1300.0,2150.0,1.3,0.3,0.11,0.02,15,3
토끼인형,1730.0,17200.0,5.8,130.3,0.35,0.82,15,3
임산부선물,2320.0,12000.0,3.5,54.0,0.16,0.48,15,3
신생아선물,2240.0,14200.0,7.5,113.0,0.35,0.85,15,3
테이팩스,6830.0,19000.0,0.5,1.3,0.01,0.01,15,3
아기100일선물,810.0,4970.0,2.4,26.9,0.31,0.58,15,3
뽁뽁이,8730.0,48700.0,84.3,632.4,1.0,1.35,15,3
젖병소독기,5500.0,70900.0,22.3,334.8,0.42,0.49,15,3
스펙트라젖병소독기,830.0,9350.0,3.8,147.1,0.48,1.7,15,3
유팡,2670.0,14900.0,19.3,402.0,0.75,2.91,15,3
유팡젖병소독기,2980.0,32600.0,17.9,564.5,0.62,1.87,15,3
출산선물,5670.0,31600.0,13.4,147.8,0.25,0.5,15,3
젖병건조대,1060.0,8610.0,1.5,1.3,0.15,0.02,15,3
소독기,880.0,2720.0,4.3,27.2,0.49,1.07,15,3
살균기,1380.0,1670.0,3.5,12.7,0.26,0.81,15,3
출산용품리스트,1730.0,4490.0,1.3,15.8,0.08,0.38,15,3
젖병,2400.0,16800.0,6.5,153.8,0.29,0.98,15,3
베이비시터,2930.0,19200.0,53.5,855.6,1.89,4.73,15,3
젖꼭지,970.0,6700.0,0.7,2.7,0.26,0.08,4,1
임신축하선물,1540.0,7800.0,5.4,127.8,0.36,1.74,15,3
임신선물,1290.0,7090.0,1.1,25.3,0.09,0.38,15,3
신생아침대,1530.0,9260.0,7.5,114.9,0.51,1.35,15,3
바운서,2340.0,21700.0,1.2,90.2,0.06,0.45,15,3
하기스기저귀,1180.0,18300.0,2.7,163.0,0.24,0.95,15,3
유교전,1590.0,7650.0,0.3,0.3,0.03,0.01,3,3
유아교육전,980.0,3420.0,0.7,6.7,0.08,0.22,15,3
아기이불,1590.0,20200.0,10.8,261.5,0.7,1.37,15,3
코엑스베이비페어,2540.0,16600.0,0.4,2.3,0.02,0.02,15,3
브라이텍스카시트,1420.0,19000.0,1.6,2.0,0.12,0.02,14,3
부산벡스코,8410.0,26900.0,12.8,172.0,0.16,0.69,9,2
기저귀갈이대,2450.0,20800.0,5.5,79.5,0.23,0.42,15,3
귀저기,930.0,3900.0,0.6,1.3,0.07,0.04,15,3
패딩우주복,910.0,17100.0,3.9,82.3,0.45,0.51,15,3
유아패딩,2080.0,27100.0,17.3,321.7,0.85,1.25,15,3
기저귀가방,4590.0,63100.0,9.3,309.7,0.22,0.53,15,3
기저귀,6390.0,35900.0,11.0,149.2,0.18,0.45,15,3
모빌,3820.0,17900.0,5.2,172.0,0.15,1.03,15,3
기저귀교환대,2520.0,4570.0,13.2,2.2,0.55,0.06,15,3
육아,2990.0,6770.0,2.1,0.3,0.08,0.01,15,3
쪽쪽이,1620.0,22400.0,3.1,229.8,0.2,1.1,15,3
아기체육관,2280.0,30400.0,1.4,178.3,0.07,0.63,15,3
부산베이비페어,1030.0,7150.0,1.7,17.1,0.17,0.26,12,2
수면등,1170.0,12800.0,5.6,86.5,0.51,0.72,15,3
백일선물,940.0,7840.0,2.8,33.9,0.31,0.48,15,3
병원놀이,1000.0,4230.0,0.4,28.4,0.05,0.73,15,3
전시회,40800.0,141100.0,46.7,14.3,0.12,0.02,15,3
박람회,25400.0,50900.0,8.8,10.5,0.04,0.03,15,3
초점책,1190.0,10300.0,3.8,142.5,0.34,1.49,15,3
공갈젖꼭지,890.0,9850.0,0.9,110.0,0.11,1.2,15,3
아기비데,1990.0,24900.0,1.8,1.7,0.1,0.01,13,2
신생아기저귀,1090.0,11600.0,3.2,108.3,0.3,1.0,15,3
텀블러세척기,1100.0,2420.0,15.7,82.0,1.44,3.53,15,3
답례품,12700.0,82300.0,128.9,1389.2,1.04,1.77,15,3
구디백,5810.0,41600.0,27.3,609.0,0.48,1.54,15,3
돌잔치답례품,2150.0,19100.0,37.6,672.3,1.82,3.75,15,3
결혼답례품,2840.0,16300.0,35.5,356.8,1.29,2.29,15,3
결혼식답례품,4680.0,36200.0,40.9,710.4,0.9,2.06,15,3
쿠키답례품,1070.0,5490.0,27.3,213.2,2.6,4.11,15,3
답례쿠키,890.0,4150.0,16.2,116.3,1.85,2.92,15,3
답례품쿠키,1420.0,7240.0,24.5,274.0,1.76,4.02,15,3
과자선물세트,1680.0,6430.0,10.7,149.1,0.65,2.46,15,3
주문제작,1140.0,2550.0,5.7,26.8,0.52,1.12,15,3
소량인쇄,1490.0,1620.0,61.6,64.1,4.21,4.12,15,3
돌답례품,1890.0,16700.0,26.1,520.3,1.43,3.31,15,3
판촉,3280.0,3570.0,109.4,60.8,3.39,1.79,15,3
홍보물품,1770.0,1150.0,68.2,46.0,3.86,4.19,15,3
과자세트,1530.0,4820.0,9.2,74.0,0.62,1.63,15,3
웨딩촬영간식,1080.0,6350.0,10.1,114.0,0.96,1.9,15,3
간식세트,1120.0,2390.0,6.4,14.9,0.58,0.67,15,3
홍보물,1530.0,1030.0,47.7,26.6,3.17,2.73,15,3
간식박스,890.0,2640.0,9.3,30.6,1.06,1.24,15,3
사은품,2110.0,2830.0,25.7,66.4,1.25,2.47,15,3
어린이집답례품,1410.0,18000.0,1.6,30.4,0.12,0.18,15,3
개업선물,2750.0,20900.0,4.6,120.8,0.18,0.62,15,3
100일선물,2300.0,18900.0,3.0,128.6,0.14,0.73,15,3
칠순선물,1090.0,6430.0,2.9,51.7,0.27,0.87,15,3
청소용품,2330.0,4470.0,85.0,136.6,3.77,3.24,15,3
GWP,2670.0,2500.0,2.6,0.5,0.1,0.03,12,2
돌잔치선물,1190.0,7690.0,1.1,32.5,0.1,0.46,15,3
답례,880.0,3310.0,1.0,1.9,0.12,0.06,15,3
기념품샵,1190.0,2820.0,57.5,128.9,4.87,4.82,15,3
돌,3310.0,13400.0,2.9,19.0,0.09,0.16,15,3
체온계,4970.0,29100.0,8.8,324.5,0.19,1.2,15,3
경품이벤트,1540.0,3430.0,3.9,35.1,0.27,1.09,15,3
경품,2610.0,2920.0,2.3,9.2,0.09,0.33,15,3
제주도기념품,2110.0,16100.0,4.2,200.5,0.21,1.33,15,3
제주기념품,950.0,8600.0,3.5,154.8,0.39,1.93,15,3
제주도선물,1540.0,9900.0,2.7,98.9,0.18,1.07,15,3
제주도먹거리,980.0,4640.0,2.7,79.3,0.29,1.83,15,3
합격기원선물,1020.0,6670.0,3.7,74.7,0.37,1.17,15,3
제주도소품샵,1050.0,7380.0,3.7,50.0,0.38,0.74,15,3
월정리맛집,1110.0,13200.0,1.5,129.5,0.15,1.07,15,3
제주공항근처가볼만한곳,1170.0,14200.0,2.1,89.3,0.19,0.68,15,3
어버이날,1960.0,6010.0,0.3,1.3,0.02,0.03,15,3
우도땅콩,1060.0,8990.0,2.1,86.6,0.21,1.04,14,3
제주소품샵,1140.0,10300.0,6.7,113.4,0.63,1.19,15,3
졸음껌,1220.0,5020.0,3.5,53.1,0.3,1.13,15,3
어린이집생일답례품,1490.0,16100.0,2.9,95.3,0.2,0.63,15,3
아라동맛집,1160.0,9280.0,0.8,5.0,0.08,0.06,15,3
쿠키세트,1070.0,4040.0,4.4,24.0,0.42,0.63,15,3
TOP커피,1150.0,6520.0,1.4,56.4,0.13,0.93,15,3
집들이선물,20600.0,99100.0,14.7,407.3,0.08,0.44,15,3
우디향,1180.0,5880.0,0.8,2.6,0.08,0.05,15,3
층간소음매트,5740.0,55400.0,65.0,890.4,1.18,1.71,15,3
소음방지매트,1050.0,6800.0,11.3,185.5,1.1,2.97,15,3
아기매트,2750.0,30800.0,11.8,317.0,0.45,1.11,15,3
퍼즐매트,2300.0,23900.0,18.0,252.6,0.81,1.12,15,3
롤매트,2300.0,20900.0,19.6,519.9,0.89,2.66,15,3
놀이방매트,2130.0,18400.0,18.8,274.7,0.91,1.6,15,3
PVC매트,1480.0,12100.0,10.6,138.5,0.75,1.25,15,3
놀이매트,1280.0,14100.0,7.6,176.1,0.61,1.35,15,3
유아매트,1430.0,16800.0,7.6,165.9,0.55,1.04,15,3
주방매트,2900.0,23200.0,30.6,383.9,1.09,1.8,15,3
층간소음,9370.0,33800.0,8.6,8.3,0.1,0.03,15,3
층간소음해결방법,1990.0,11500.0,1.6,56.1,0.09,0.53,15,3
방음매트,1010.0,5140.0,7.8,97.4,0.82,2.03,15,3
미끄럼방지매트,3660.0,13700.0,59.9,283.7,1.7,2.22,15,3
TPU,2910.0,4540.0,2.5,1.0,0.09,0.03,15,3
애견매트,1000.0,10000.0,17.4,252.6,1.81,2.7,15,3
강아지매트,4810.0,53300.0,42.5,812.6,0.93,1.59,15,3
방수매트,1160.0,6280.0,3.7,66.0,0.33,1.14,15,3
고양이매트,820.0,5050.0,8.3,75.5,1.04,1.62,15,3
아기방꾸미기,1100.0,7570.0,3.3,40.3,0.32,0.58,15,3
베란다매트,2070.0,14300.0,17.4,347.9,0.87,2.65,15,3
발판매트,830.0,3720.0,11.7,91.7,1.45,2.65,15,3
운동매트,1330.0,6330.0,8.4,104.8,0.66,1.77,15,3
아기범퍼침대,850.0,9800.0,8.9,153.3,1.09,1.69,15,3
강아지미끄럼방지매트,2870.0,7810.0,15.5,219.0,0.56,3.02,15,3
햇빛가리개,2030.0,11900.0,8.1,138.2,0.42,1.25,15,3
어린이침대,1920.0,18000.0,16.6,373.6,0.91,2.27,15,3
현관매트,2850.0,13900.0,35.8,197.2,1.3,1.53,15,3
요가매트,8960.0,59800.0,53.1,1250.0,0.62,2.22,15,3
폴딩매트,1730.0,1150.0,0.9,6.8,0.06,0.65,15,3
인텍스에어매트,870.0,6340.0,0.6,0.8,0.07,0.02,14,3
미끄럼방지패드,3730.0,21100.0,35.9,198.3,1.0,0.99,15,3
벽쿠션,840.0,3420.0,10.7,48.6,1.3,1.52,15,3
자동차매트,2320.0,10700.0,27.5,219.1,1.24,2.2,15,3
자석칠판,1150.0,6780.0,13.0,110.7,1.16,1.75,15,3
모서리보호대,4830.0,17100.0,34.1,227.0,0.74,1.4,15,3
셈플러스,2550.0,1320.0,0.0,0.0,0.0,0.0,1,2
신생아욕조,1090.0,10200.0,1.5,63.6,0.15,0.67,15,3
자석보드,1020.0,5420.0,4.0,62.5,0.41,1.25,15,3
방염매트,1080.0,4530.0,4.9,29.2,0.47,0.7,15,3
에버롤,920.0,3280.0,17.7,65.4,1.97,2.13,15,3
락카,3590.0,6600.0,14.5,48.0,0.42,0.77,15,3
흡음재,4050.0,8160.0,49.8,131.0,1.27,1.71,15,3
폼롤러,11500.0,91900.0,35.8,1137.5,0.33,1.32,15,3
홈트레이닝기구,1150.0,5500.0,9.6,83.0,0.87,1.65,15,3
