,연관키워드,type,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도,입찰가_m1,입찰가_m2,입찰가_p1,입찰가_p2
1066,남성트레이닝세트,패션잡화,1980.0,12700.0,16.6,90.0,0.87,0.77,15,3,2050.0,1500.0,1350.0,1050.0
1067,아웃도어프로덕트,패션잡화,3800.0,29000.0,43.4,535.6,1.19,2.01,15,3,1670.0,1070.0,1440.0,1030.0
1068,레깅스,패션잡화,7820.0,56400.0,119.5,1210.1,1.6,2.3,15,3,9590.0,5930.0,8990.0,8100.0
1069,남자운동화,패션잡화,5430.0,34500.0,41.6,355.8,0.81,1.13,15,3,3580.0,2160.0,4480.0,1560.0
1070,다이얼운동화,패션잡화,1600.0,10600.0,13.1,184.7,0.86,1.87,15,3,1320.0,720.0,720.0,630.0
1071,트레이닝세트,패션잡화,5880.0,70300.0,41.1,820.9,0.74,1.27,15,3,3740.0,1880.0,4860.0,3870.0
1072,러닝화,패션잡화,3740.0,21400.0,18.1,235.5,0.51,1.19,15,3,3710.0,2240.0,7130.0,3150.0
1073,신발사이트,패션잡화,1900.0,9590.0,53.6,448.3,2.98,5.09,15,3,1150.0,920.0,4850.0,1160.0
1074,키높이스니커즈,패션잡화,2490.0,25900.0,40.8,284.8,1.71,1.2,15,3,2260.0,1600.0,2240.0,1870.0
1075,어글리슈즈,패션잡화,3580.0,27100.0,21.3,502.9,0.63,2.01,15,3,2150.0,1850.0,3810.0,2240.0
1076,키높이운동화,패션잡화,3350.0,41000.0,50.5,562.5,1.57,1.5,15,3,2020.0,1880.0,1800.0,1730.0
1077,남자트레이닝복,패션잡화,2200.0,12300.0,22.9,142.0,1.1,1.26,15,3,1780.0,1520.0,2200.0,1930.0
1078,운동화추천,패션잡화,2370.0,13300.0,13.0,122.0,0.57,1.0,15,3,1500.0,1280.0,5460.0,1550.0
1079,커플신발,패션잡화,1460.0,9940.0,5.3,63.1,0.39,0.69,15,3,1210.0,1100.0,1350.0,1140.0
1080,남성신발,패션잡화,1580.0,5730.0,16.6,38.5,1.11,0.74,15,3,2080.0,1090.0,5120.0,1730.0
1081,여성슬립온,패션잡화,1280.0,13300.0,13.1,57.8,1.06,0.47,15,3,1520.0,980.0,1790.0,650.0
1082,여자운동화추천,패션잡화,930.0,7090.0,4.6,43.3,0.52,0.67,15,3,1590.0,1340.0,2970.0,1360.0
1083,치마,패션잡화,2010.0,17800.0,7.3,73.6,0.39,0.45,15,3,7680.0,850.0,8950.0,560.0
1084,런닝화추천,패션잡화,1750.0,7690.0,5.5,88.6,0.33,1.25,15,3,2020.0,1420.0,1490.0,1240.0
1085,여성구두,패션잡화,3330.0,29500.0,74.6,489.8,2.33,1.81,15,3,8550.0,1510.0,10580.0,1500.0
1086,운동화브랜드,패션잡화,810.0,4790.0,4.0,35.8,0.51,0.82,15,3,1490.0,1220.0,3760.0,1130.0
1087,볼캡,패션잡화,3330.0,21600.0,8.2,149.5,0.26,0.76,15,3,1540.0,1390.0,2180.0,1650.0
1088,정장구두,패션잡화,1210.0,5250.0,4.4,29.6,0.39,0.62,15,3,8660.0,1690.0,9710.0,1460.0
1089,러닝화추천,패션잡화,1190.0,5180.0,5.2,51.8,0.46,1.08,15,3,2160.0,1560.0,3000.0,1120.0
1090,헬스운동화,패션잡화,1250.0,8650.0,5.9,99.6,0.48,1.24,15,3,3950.0,2280.0,4700.0,1120.0
1091,헬스화,패션잡화,970.0,4050.0,3.3,46.0,0.36,1.22,15,3,3600.0,1860.0,3180.0,780.0
1092,헬스장운동화,패션잡화,950.0,6430.0,1.8,70.1,0.2,1.17,15,3,3400.0,1940.0,4380.0,1190.0
1093,발볼넓은운동화,패션잡화,1830.0,13500.0,12.7,196.5,0.73,1.58,15,3,2270.0,1930.0,3910.0,2120.0
1094,커플템,패션잡화,1050.0,7350.0,1.3,37.7,0.14,0.55,15,3,890.0,530.0,680.0,560.0
1095,워킹화,패션잡화,3990.0,20800.0,19.5,217.8,0.52,1.13,15,3,2010.0,1470.0,2080.0,1590.0
1096,MONARCH,패션잡화,970.0,2940.0,0.0,0.5,0.0,0.02,3,3,1070.0,250.0,330.0,250.0
1097,키높이깔창,패션잡화,2260.0,15200.0,8.1,161.5,0.38,1.15,15,3,1850.0,1750.0,2060.0,1710.0
1098,여성트레킹화,패션잡화,1520.0,11600.0,11.3,171.3,0.77,1.6,15,3,1120.0,760.0,960.0,730.0
1099,프리미엄스니커즈,패션잡화,2240.0,7130.0,3.3,1.9,0.16,0.03,15,3,1000.0,620.0,2910.0,950.0
1100,코오롱스포츠등산화,패션잡화,810.0,5630.0,3.6,49.1,0.47,0.97,15,3,910.0,630.0,870.0,620.0
1101,경등산화,패션잡화,1290.0,4600.0,3.5,44.3,0.29,1.05,15,3,620.0,540.0,560.0,480.0
1102,블랙야크등산화,패션잡화,2680.0,21000.0,14.6,292.8,0.57,1.51,15,3,1090.0,890.0,630.0,500.0
1103,네파트레킹화,패션잡화,1230.0,13000.0,11.1,186.8,0.94,1.54,15,3,780.0,570.0,590.0,500.0
1104,네파등산화,패션잡화,2390.0,19300.0,11.3,304.5,0.5,1.71,15,3,1160.0,700.0,600.0,490.0
1105,중등산화,패션잡화,890.0,3940.0,3.7,56.9,0.43,1.57,15,3,1500.0,560.0,1170.0,680.0
1106,남성캐주얼화,패션잡화,920.0,3290.0,6.4,22.4,0.74,0.76,15,3,1860.0,1440.0,3740.0,1120.0
1107,컴포트화,패션잡화,830.0,3450.0,4.6,37.3,0.58,1.17,15,3,860.0,800.0,860.0,820.0
1108,김영주골프,패션잡화,1330.0,9270.0,13.8,240.0,1.08,2.8,15,3,1730.0,380.0,850.0,440.0
1109,털운동화,패션잡화,920.0,7820.0,4.5,36.8,0.51,0.51,15,3,1280.0,570.0,690.0,500.0
1110,남자트레킹화,패션잡화,2020.0,7200.0,14.3,124.0,0.75,1.88,15,3,910.0,830.0,800.0,660.0
1111,페니로퍼,패션잡화,1270.0,6680.0,1.6,16.7,0.14,0.28,15,3,990.0,810.0,870.0,680.0
1112,역도화,패션잡화,1610.0,7380.0,8.3,138.4,0.55,2.02,15,3,2850.0,1310.0,4310.0,870.0
1113,여자신발,패션잡화,1260.0,8620.0,17.7,163.5,1.46,2.07,15,3,7120.0,2420.0,9220.0,3390.0
1114,스웨이드로퍼,패션잡화,2420.0,25700.0,5.5,9.0,0.24,0.04,15,3,1350.0,680.0,960.0,840.0
1115,드라이빙슈즈,패션잡화,1850.0,15200.0,3.5,65.3,0.2,0.47,15,3,2650.0,1010.0,2020.0,890.0
1116,여성단화,패션잡화,1730.0,20000.0,13.2,164.5,0.79,0.9,15,3,1110.0,900.0,1130.0,960.0
1117,편한구두,패션잡화,820.0,4960.0,6.2,95.7,0.8,2.12,15,3,1370.0,910.0,1030.0,920.0
1118,여성부츠,패션잡화,2520.0,25300.0,28.9,285.8,1.21,1.24,15,3,900.0,820.0,980.0,810.0
1119,털신,패션잡화,3560.0,21800.0,7.8,82.8,0.23,0.41,15,3,1290.0,610.0,900.0,720.0
1120,모카신,패션잡화,2890.0,24200.0,9.3,83.6,0.34,0.38,15,3,1850.0,560.0,730.0,660.0
1121,웨스턴부츠,패션잡화,1740.0,16600.0,9.8,128.0,0.59,0.84,15,3,2080.0,650.0,840.0,710.0
1122,첼시부츠,패션잡화,8210.0,75400.0,24.3,353.8,0.32,0.5,15,3,1930.0,1160.0,1540.0,1150.0
1123,블로퍼,패션잡화,2940.0,21300.0,11.5,157.0,0.41,0.8,15,3,1980.0,760.0,950.0,800.0
1124,더비슈즈,패션잡화,5090.0,23700.0,10.7,125.7,0.23,0.58,15,3,1360.0,840.0,1030.0,890.0
1125,여성롱부츠,패션잡화,1240.0,12800.0,15.9,144.4,1.33,1.24,15,3,1490.0,780.0,840.0,690.0
1126,나이키슬리퍼,패션잡화,4290.0,39200.0,16.5,473.8,0.4,1.32,15,3,1940.0,1110.0,4010.0,820.0
1127,폴로신발,패션잡화,1050.0,14700.0,5.6,151.8,0.55,1.12,15,3,900.0,640.0,750.0,650.0
1128,남자로퍼,패션잡화,5110.0,24600.0,20.7,148.0,0.43,0.66,15,3,1770.0,1310.0,1390.0,1160.0
1129,여자부츠,패션잡화,920.0,7720.0,8.8,79.9,1.0,1.13,15,3,1320.0,810.0,930.0,790.0
1130,플랫슈즈,패션잡화,4060.0,43900.0,33.3,492.5,0.85,1.22,15,3,1220.0,810.0,870.0,680.0
1131,미들부츠,패션잡화,3270.0,29700.0,20.8,317.4,0.67,1.17,15,3,770.0,740.0,830.0,690.0
1132,털크록스키즈,패션잡화,1320.0,35600.0,16.5,786.5,1.28,2.36,15,3,2210.0,820.0,990.0,820.0
1133,윙스풋,패션잡화,3720.0,11300.0,1.9,26.3,0.06,0.24,8,2,920.0,330.0,360.0,280.0
1134,털블로퍼,패션잡화,820.0,7450.0,1.5,2.0,0.19,0.03,15,3,1360.0,640.0,760.0,550.0
1135,핏플랍슬리퍼,패션잡화,1000.0,11300.0,2.8,51.3,0.3,0.5,15,3,1730.0,720.0,940.0,790.0
1136,족저근막,패션잡화,1130.0,1170.0,0.3,5.5,0.03,0.51,15,3,3820.0,2860.0,4400.0,3010.0
1137,남자사무실슬리퍼,패션잡화,970.0,2020.0,6.2,12.7,0.65,0.68,15,3,1160.0,860.0,1230.0,1130.0
1138,패딩슬립온,패션잡화,1150.0,10600.0,2.7,12.5,0.25,0.14,15,3,980.0,630.0,660.0,570.0
1139,남성방한화,스포츠/레저,1310.0,7290.0,15.6,159.6,1.25,2.38,15,3,1450.0,1020.0,1350.0,1220.0
1140,패딩신발,패션잡화,4590.0,39100.0,9.1,19.0,0.21,0.06,15,3,960.0,570.0,730.0,650.0
1141,스웨이드부츠,패션잡화,1490.0,18500.0,9.1,44.5,0.64,0.26,15,3,1350.0,790.0,710.0,630.0
1142,퀼팅백,패션잡화,1110.0,10900.0,3.3,51.2,0.32,0.51,15,3,1020.0,830.0,970.0,690.0
1143,베어파우어그,패션잡화,930.0,12800.0,6.0,64.5,0.66,0.55,15,3,1120.0,400.0,870.0,590.0
1144,노스페이스패딩부츠,패션잡화,880.0,10400.0,5.9,178.3,0.68,1.84,15,3,680.0,520.0,600.0,500.0
1145,여성앵글부츠,패션잡화,1530.0,17200.0,27.9,225.6,1.88,1.41,15,3,7720.0,1460.0,9060.0,1040.0
1146,킬힐,패션잡화,2460.0,17700.0,2.4,2.3,0.11,0.02,15,3,850.0,470.0,920.0,560.0
1147,러프넥,패션잡화,870.0,3310.0,5.0,74.5,0.61,2.4,15,3,1010.0,520.0,4070.0,650.0
1148,목도리추천,패션잡화,850.0,7130.0,0.7,1.8,0.09,0.03,13,2,950.0,680.0,1710.0,800.0
1149,찜질,스포츠/레저,870.0,2890.0,1.3,4.2,0.16,0.16,15,3,1500.0,1350.0,1440.0,1250.0
1150,캐리어,패션잡화,33500.0,211100.0,154.3,1619.6,0.48,0.83,15,3,1420.0,1390.0,2070.0,1840.0
1151,여행용캐리어,패션잡화,5210.0,34300.0,45.5,397.1,0.91,1.25,15,3,2160.0,1690.0,2210.0,2050.0
1152,기내용캐리어,패션잡화,7330.0,63300.0,32.3,397.5,0.47,0.69,15,3,2190.0,1510.0,2170.0,1940.0
1153,여자명품가방,패션잡화,1110.0,10100.0,10.1,181.1,0.94,1.93,15,3,9730.0,1290.0,13130.0,1630.0
1154,캐리어브랜드,패션잡화,1310.0,5740.0,5.7,64.1,0.45,1.22,15,3,1700.0,1000.0,570.0,540.0
1155,남자서류가방,패션잡화,3040.0,15700.0,29.2,139.3,0.99,0.95,15,3,1720.0,1270.0,1930.0,1520.0
1156,20인치캐리어,패션잡화,3830.0,30800.0,17.5,217.8,0.48,0.76,15,3,1730.0,1520.0,1430.0,1310.0
1157,여행캐리어,패션잡화,1820.0,8320.0,13.8,114.8,0.8,1.51,15,3,1850.0,1300.0,1550.0,1260.0
1158,여행용가방,스포츠/레저,2630.0,15000.0,17.4,111.8,0.7,0.81,15,3,1490.0,1300.0,3090.0,1440.0
1159,28인치캐리어,패션잡화,3270.0,20700.0,18.1,238.0,0.58,1.25,15,3,1930.0,1580.0,1250.0,950.0
1160,24인치캐리어,패션잡화,3010.0,15800.0,14.7,168.0,0.52,1.14,15,3,2020.0,1490.0,1450.0,1290.0
1161,캐리어20인치,패션잡화,1380.0,10000.0,3.9,113.2,0.3,1.22,15,3,2300.0,980.0,2000.0,1180.0
1162,명품가방,패션잡화,5960.0,80800.0,78.2,1697.4,1.37,2.29,15,3,9980.0,3710.0,15270.0,4780.0
1163,남성클러치백,패션잡화,1760.0,15500.0,8.0,89.5,0.48,0.62,15,3,9550.0,1460.0,9960.0,930.0
1164,캐리어28인치,패션잡화,1840.0,10700.0,9.4,126.9,0.54,1.28,15,3,2450.0,2000.0,2070.0,950.0
1165,캐리어추천,패션잡화,2610.0,21500.0,17.5,277.0,0.71,1.39,15,3,1470.0,1180.0,1230.0,1140.0
1166,캐리어가방,패션잡화,1060.0,6170.0,6.7,68.3,0.67,1.21,15,3,1630.0,820.0,1010.0,880.0
1167,남자클러치백,패션잡화,1890.0,14400.0,5.7,55.0,0.33,0.42,15,3,1020.0,690.0,820.0,710.0
1168,명품미니백,패션잡화,1020.0,12300.0,4.9,141.0,0.5,1.24,15,3,11830.0,800.0,11890.0,590.0
1169,명품사이트,패션잡화,3620.0,19300.0,84.5,790.8,2.46,4.44,15,3,8310.0,7000.0,11290.0,3900.0
1170,명품크로스백,패션잡화,910.0,11000.0,4.1,120.9,0.47,1.19,15,3,11030.0,1110.0,3220.0,930.0
1171,케리어,패션잡화,3440.0,20100.0,11.2,106.8,0.34,0.57,15,3,1640.0,1320.0,1350.0,1180.0
1172,캐리어24인치,패션잡화,2530.0,22000.0,15.0,249.8,0.63,1.23,15,3,1490.0,820.0,1370.0,760.0
1173,캐리어세트,패션잡화,1300.0,9630.0,9.7,181.7,0.77,2.05,15,3,1850.0,980.0,950.0,780.0
1174,30인치캐리어,패션잡화,910.0,5310.0,4.3,83.8,0.5,1.7,15,3,1510.0,640.0,700.0,580.0
1175,명품백팩,패션잡화,890.0,8810.0,3.1,77.3,0.36,0.96,15,3,11490.0,820.0,11670.0,1330.0
1176,캐리어26인치,패션잡화,2330.0,19900.0,8.4,258.4,0.38,1.4,15,3,2100.0,680.0,1820.0,690.0
1177,캐리어바퀴,패션잡화,910.0,5560.0,2.5,79.4,0.3,1.56,15,3,1030.0,350.0,420.0,340.0
1178,냉온풍기,디지털/가전,2830.0,10800.0,24.3,198.4,0.88,1.94,15,3,5570.0,4320.0,7470.0,6280.0
1179,16인치캐리어,패션잡화,1540.0,11800.0,11.5,215.0,0.78,1.97,15,3,2000.0,520.0,810.0,550.0
1180,기내캐리어,패션잡화,1000.0,5080.0,1.9,38.4,0.2,0.82,15,3,1890.0,1670.0,1570.0,1000.0
1181,버킷백,패션잡화,4590.0,47900.0,8.1,212.4,0.19,0.49,15,3,12710.0,1410.0,14030.0,1760.0
1182,기내용캐리어20인치,패션잡화,860.0,6390.0,4.2,110.4,0.51,1.87,15,3,1690.0,1030.0,1180.0,870.0
1183,미니캐리어,패션잡화,3660.0,28700.0,13.1,222.0,0.38,0.84,15,3,1460.0,1090.0,1410.0,1020.0
1184,샤오미캐리어,패션잡화,3000.0,12800.0,8.5,153.8,0.3,1.3,15,3,2400.0,570.0,910.0,560.0
1185,기내용캐리어사이즈,패션잡화,3420.0,24900.0,4.5,181.0,0.14,0.79,15,3,1920.0,670.0,820.0,670.0
1186,CARRIER,패션잡화,3280.0,5730.0,0.5,9.5,0.02,0.18,15,3,2370.0,1630.0,1740.0,830.0
1187,캐리어사이즈,패션잡화,1990.0,8080.0,0.9,57.6,0.05,0.77,15,3,2060.0,1430.0,690.0,550.0
1188,캐리어크기,패션잡화,1420.0,8520.0,4.0,66.3,0.3,0.85,15,3,790.0,480.0,670.0,520.0
1189,26인치캐리어,패션잡화,1280.0,6380.0,7.1,74.0,0.58,1.26,15,3,1770.0,700.0,1050.0,790.0
1190,18인치캐리어,패션잡화,1620.0,11400.0,4.5,104.2,0.3,0.99,15,3,2200.0,650.0,830.0,650.0
1191,전대,패션잡화,2970.0,7780.0,0.7,0.0,0.03,0.0,15,3,760.0,310.0,790.0,500.0
1192,스위스밀리터리캐리어,패션잡화,2050.0,13000.0,5.6,128.4,0.29,1.07,15,3,3600.0,520.0,1250.0,530.0
1193,레디백,패션잡화,4370.0,35100.0,8.3,211.8,0.2,0.64,15,3,1130.0,460.0,1240.0,710.0
1194,트란지아,패션잡화,900.0,2740.0,3.4,34.0,0.4,1.35,15,3,1090.0,780.0,770.0,570.0
1195,연남동소품샵,패션잡화,1020.0,9950.0,0.8,0.0,0.09,0.0,12,2,1100.0,220.0,410.0,220.0
1196,헬스가방,패션잡화,2540.0,13800.0,8.7,199.7,0.37,1.54,15,3,1550.0,1290.0,4590.0,2210.0
1197,캐리어스티커,패션잡화,1450.0,7740.0,6.6,61.3,0.48,0.87,15,3,2540.0,1200.0,1520.0,1400.0
1198,여행용크로스백,패션잡화,1220.0,7000.0,5.5,42.6,0.48,0.67,15,3,1240.0,520.0,970.0,930.0
1199,여행용보스턴백,패션잡화,970.0,7700.0,4.3,57.7,0.46,0.82,15,3,1430.0,670.0,1220.0,900.0
1200,여행준비물,패션잡화,2270.0,13800.0,0.7,1.0,0.04,0.01,13,2,1960.0,1440.0,2110.0,70.0
1201,만다리나덕캐리어,패션잡화,2230.0,18900.0,6.3,195.0,0.3,1.14,15,3,1670.0,350.0,580.0,70.0
1202,미니가방,패션잡화,1130.0,11100.0,3.5,52.4,0.33,0.52,15,3,1150.0,770.0,1340.0,70.0
1203,해외여행준비물,패션잡화,4340.0,19500.0,1.7,1.3,0.05,0.01,13,2,6360.0,2510.0,5180.0,3430.0
1204,여행용파우치,패션잡화,3000.0,15500.0,8.7,106.0,0.31,0.74,15,3,4930.0,3260.0,8500.0,70.0
1205,여행백팩,스포츠/레저,1350.0,7250.0,4.6,50.0,0.37,0.75,15,3,1540.0,1270.0,4220.0,70.0
1206,남성골프보스턴백,패션잡화,1380.0,7560.0,11.3,134.3,0.84,1.96,15,3,1840.0,640.0,1790.0,70.0
1207,무선충전기,생활/건강,11100.0,36700.0,9.1,203.2,0.09,0.6,15,3,6220.0,1940.0,21930.0,70.0
1208,골프보스턴백,패션잡화,2570.0,13600.0,13.7,152.1,0.56,1.22,15,3,1870.0,850.0,1110.0,70.0
1209,토부그캐리어,패션잡화,860.0,5780.0,10.3,136.2,1.21,2.54,15,3,1520.0,1160.0,1250.0,890.0
1210,브리프케이스,패션잡화,1810.0,6460.0,5.3,35.8,0.31,0.6,15,3,1680.0,780.0,730.0,70.0
1211,토트백,패션잡화,7790.0,55200.0,17.4,176.6,0.24,0.35,15,3,36840.0,6310.0,45150.0,6990.0
1212,TIMELESS,패션잡화,1960.0,10900.0,1.0,5.8,0.06,0.06,4,1,1220.0,430.0,480.0,70.0
1213,이민가방,패션잡화,1740.0,9690.0,7.3,150.3,0.45,1.7,15,3,3290.0,610.0,1120.0,70.0
1214,캐리어커버,패션잡화,1740.0,11200.0,9.6,94.6,0.58,0.92,15,3,2490.0,620.0,1760.0,70.0
1215,가방쇼핑몰,패션잡화,1090.0,7990.0,28.7,394.3,2.79,5.38,15,3,7810.0,3040.0,9910.0,70.0
1216,노트북가방,스포츠/레저,9620.0,41400.0,24.0,313.0,0.27,0.81,15,3,1820.0,1500.0,4300.0,70.0
1217,여행용백팩,패션잡화,2400.0,15100.0,11.3,141.3,0.5,1.01,15,3,1860.0,1350.0,4100.0,70.0
1218,여성토트백,패션잡화,1610.0,17600.0,12.4,122.8,0.81,0.76,15,3,10610.0,1160.0,11090.0,70.0
1219,클러치,패션잡화,3850.0,20800.0,4.3,3.6,0.12,0.02,15,3,1610.0,990.0,1110.0,70.0
1220,파우치,패션잡화,8620.0,47000.0,23.6,193.5,0.29,0.45,15,3,7300.0,2390.0,11200.0,7310.0
1221,카메라백,패션잡화,930.0,9230.0,2.1,39.6,0.24,0.47,15,3,1130.0,830.0,810.0,70.0
1222,가방,패션잡화,19200.0,124300.0,67.6,621.8,0.37,0.55,15,3,12020.0,1440.0,17590.0,70.0
1223,가방브랜드,패션잡화,1690.0,8690.0,11.1,97.1,0.7,1.23,15,3,12480.0,940.0,13920.0,70.0
1224,캐시미어머플러,패션잡화,6630.0,51200.0,26.1,360.4,0.41,0.76,15,3,5590.0,1170.0,4830.0,70.0
1225,명품스카프,패션잡화,1360.0,12700.0,8.5,160.2,0.65,1.37,15,3,10990.0,1940.0,14380.0,70.0
1226,머플러,패션잡화,11600.0,100300.0,26.3,217.5,0.24,0.24,15,3,2050.0,880.0,3020.0,70.0
1227,캐시미어목도리,패션잡화,2300.0,14700.0,6.2,109.4,0.29,0.8,15,3,5690.0,1060.0,4970.0,70.0
1228,고비머플러,패션잡화,2420.0,20300.0,7.4,275.0,0.32,1.43,15,3,680.0,550.0,810.0,70.0
1229,남자목도리,패션잡화,1850.0,14400.0,4.9,36.0,0.28,0.27,15,3,1000.0,520.0,780.0,70.0
1230,드파운드머플러,패션잡화,830.0,7250.0,4.8,30.8,0.6,0.46,6,2,1000.0,750.0,640.0,70.0
1231,남자머플러,패션잡화,1630.0,10100.0,6.1,13.7,0.39,0.15,15,3,1270.0,840.0,770.0,70.0
1232,여자목도리,패션잡화,920.0,5200.0,1.9,11.9,0.22,0.25,15,3,1360.0,700.0,640.0,70.0
1233,울머플러,패션잡화,870.0,7270.0,2.2,14.4,0.27,0.22,15,3,5340.0,980.0,4630.0,70.0
1234,남자양말,패션잡화,5300.0,29900.0,45.8,345.3,0.91,1.24,15,3,3450.0,2280.0,2510.0,70.0
1235,쁘띠스카프,패션잡화,1940.0,23000.0,9.9,168.4,0.53,0.79,15,3,1100.0,590.0,910.0,70.0
1236,커플목도리,패션잡화,1020.0,8210.0,1.9,3.7,0.2,0.05,15,3,1170.0,450.0,540.0,70.0
1237,트윌리,패션잡화,1860.0,12500.0,5.7,5.0,0.32,0.05,15,3,980.0,450.0,470.0,430.0
1238,머플러브랜드,패션잡화,860.0,5850.0,2.4,2.7,0.3,0.05,14,3,890.0,490.0,670.0,70.0
1239,머플러매는법,패션잡화,1040.0,13600.0,3.7,51.8,0.37,0.41,15,3,900.0,330.0,440.0,70.0
1240,고비캐시미어머플러,패션잡화,1590.0,15000.0,7.9,207.2,0.52,1.46,15,3,1470.0,640.0,690.0,70.0
1241,목도리브랜드,패션잡화,1710.0,14600.0,3.9,34.6,0.24,0.26,15,3,940.0,440.0,1100.0,70.0
1242,남자스카프,패션잡화,1190.0,7500.0,8.7,60.9,0.77,0.88,15,3,1580.0,730.0,3350.0,70.0
1243,목도리매는법,패션잡화,1510.0,31800.0,0.8,1.0,0.06,0.01,9,2,910.0,190.0,470.0,70.0
1244,니트장갑,패션잡화,1080.0,5000.0,0.9,10.4,0.09,0.22,15,3,1200.0,930.0,1910.0,70.0
1245,방한양말,패션잡화,900.0,3990.0,3.1,18.5,0.37,0.49,15,3,1480.0,650.0,920.0,70.0
1246,머플러추천,패션잡화,910.0,6380.0,3.3,16.0,0.38,0.27,15,3,1250.0,820.0,1050.0,70.0
1247,디파운드,패션잡화,830.0,4990.0,8.3,74.5,1.01,1.58,5,2,730.0,140.0,560.0,70.0
1248,명품브랜드순위,패션잡화,4720.0,62100.0,12.1,731.7,0.27,1.28,15,3,770.0,380.0,520.0,70.0
1249,스카프매는법,패션잡화,3650.0,46100.0,8.2,896.9,0.23,2.09,13,2,740.0,390.0,480.0,70.0
1250,쁘띠목도리,패션잡화,2160.0,16600.0,2.3,14.3,0.12,0.1,15,3,1150.0,430.0,680.0,70.0
1251,체크머플러,패션잡화,830.0,7120.0,1.2,3.7,0.16,0.06,15,3,1090.0,460.0,620.0,70.0
1252,패딩목도리,패션잡화,1480.0,9510.0,2.1,3.3,0.15,0.04,15,3,930.0,460.0,680.0,520.0
1253,숄,패션잡화,1860.0,16300.0,5.8,108.2,0.33,0.71,15,3,460.0,380.0,620.0,70.0
1254,버버리목도리,패션잡화,2650.0,36000.0,14.0,344.3,0.56,1.03,15,3,38360.0,770.0,60150.0,70.0
1255,겨울넥워머,패션잡화,1400.0,6950.0,7.5,129.1,0.56,1.95,15,3,1310.0,1130.0,1600.0,70.0
1256,나이키넥워머,패션잡화,1600.0,8830.0,6.1,107.2,0.4,1.29,15,3,1480.0,970.0,4760.0,70.0
1257,목토시,스포츠/레저,1850.0,8890.0,4.1,21.5,0.23,0.26,15,3,1510.0,540.0,1680.0,70.0
1258,방한마스크,생활/건강,1470.0,7270.0,5.3,92.9,0.38,1.35,15,3,1120.0,900.0,2320.0,70.0
1259,겨울등산장갑,스포츠/레저,870.0,3990.0,5.6,43.2,0.66,1.17,15,3,1020.0,860.0,1010.0,70.0
1260,낚시장갑,패션잡화,2170.0,10300.0,7.5,99.0,0.36,1.03,15,3,1460.0,1270.0,1660.0,70.0
1261,등산장갑,스포츠/레저,5260.0,24200.0,13.9,251.3,0.28,1.11,15,3,1370.0,1220.0,2040.0,70.0
1262,코팅장갑,패션잡화,2380.0,8730.0,13.9,217.7,0.6,2.67,15,3,1930.0,1420.0,3030.0,70.0
1263,자전거장갑,스포츠/레저,4930.0,21300.0,17.0,230.5,0.36,1.14,15,3,1700.0,1390.0,1990.0,70.0
1264,작업장갑,패션잡화,1060.0,4800.0,6.1,89.0,0.6,1.98,15,3,1540.0,1140.0,2860.0,70.0
1265,축구장갑,패션잡화,1540.0,7040.0,4.7,35.2,0.32,0.53,15,3,970.0,540.0,870.0,70.0
1266,캠핑장갑,스포츠/레저,950.0,4110.0,4.7,44.0,0.52,1.14,15,3,1250.0,950.0,1100.0,70.0
1267,방한장갑,패션잡화,6320.0,24200.0,18.7,72.7,0.31,0.31,15,3,2060.0,1810.0,3000.0,70.0
1268,캠프캡,패션잡화,870.0,5180.0,1.3,16.0,0.16,0.34,15,3,1110.0,720.0,1160.0,70.0
1269,캡모자,패션잡화,3550.0,31500.0,14.2,317.3,0.42,1.1,15,3,7000.0,1830.0,10110.0,70.0
1270,오토바이토시,패션잡화,1960.0,11400.0,13.1,206.8,0.71,1.89,15,3,1550.0,790.0,890.0,70.0
1271,모자브랜드,패션잡화,950.0,5810.0,8.4,93.6,0.93,1.75,15,3,930.0,810.0,1280.0,70.0
1272,남자모자,패션잡화,1640.0,10700.0,13.9,119.8,0.9,1.2,15,3,1050.0,990.0,2230.0,70.0
1273,오토바이방한토시,패션잡화,1350.0,7750.0,4.9,46.9,0.38,0.64,15,3,1210.0,750.0,870.0,70.0
1274,헬스장갑,패션잡화,4290.0,20000.0,17.2,318.8,0.42,1.7,15,3,2170.0,1660.0,4130.0,2350.0
1275,목폴라,패션잡화,5330.0,39600.0,14.7,163.0,0.29,0.44,15,3,1400.0,570.0,650.0,70.0
1276,골프넥워머,패션잡화,1180.0,9280.0,1.9,75.2,0.17,0.86,15,3,1230.0,1040.0,2070.0,70.0
1277,액세서리,패션잡화,3060.0,4060.0,2.4,6.1,0.09,0.16,15,3,1500.0,860.0,1070.0,70.0
1278,여자벨트,패션잡화,1130.0,11400.0,7.7,125.0,0.71,1.2,15,3,9250.0,1590.0,10180.0,70.0
1279,니트후드,패션잡화,840.0,6900.0,1.3,13.7,0.17,0.22,15,3,1110.0,590.0,650.0,70.0
1280,바라클라바,패션잡화,19300.0,119800.0,13.4,425.3,0.08,0.38,15,3,1230.0,830.0,1000.0,70.0
1281,샴푸,화장품/미용,14100.0,109600.0,42.6,521.4,0.32,0.51,15,3,7810.0,4790.0,6170.0,70.0
