,연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도,키워드,입찰가_모바일_1위
2114,알티지오메가,1580.0,3320.0,1.7,34.0,0.12,1.08,15,3,알티지오메가,6800.0
2115,EPA,2030.0,3780.0,1.1,26.3,0.06,0.74,15,3,EPA,2430.0
2116,초임계,1090.0,3310.0,0.9,22.3,0.09,0.71,15,3,초임계,1930.0
2117,임산부오메가3,1720.0,15000.0,4.7,92.0,0.28,0.65,15,3,임산부오메가3,9300.0
2118,중성지방낮추는법,2630.0,20300.0,3.3,197.3,0.13,1.03,15,3,중성지방낮추는법,2610.0
2119,중성지방,5810.0,29100.0,1.2,37.4,0.03,0.14,15,3,중성지방,2540.0
2120,어린이오메가3,1260.0,3830.0,1.8,66.2,0.15,1.82,15,3,어린이오메가3,6230.0
2121,혈액순환영양제,2540.0,30600.0,11.1,569.6,0.47,1.98,15,3,혈액순환영양제,4780.0
2122,콜레스테롤높은이유,2250.0,23600.0,0.0,6.7,0.0,0.03,3,3,콜레스테롤높은이유,990.0
2123,혈액순환,1760.0,8990.0,1.9,48.8,0.12,0.59,15,3,혈액순환,5670.0
2124,혈관,1500.0,4110.0,0.6,0.3,0.05,0.01,10,2,혈관,3330.0
2125,혈압,5070.0,39700.0,1.0,3.7,0.03,0.01,13,2,혈압,1560.0
2126,고콜레스테롤혈증,1280.0,6590.0,0.5,42.9,0.04,0.68,15,3,고콜레스테롤혈증,2080.0
2127,양배추즙,7770.0,59000.0,37.4,650.1,0.5,1.18,15,3,양배추즙,6980.0
2128,양배추효능,2120.0,22100.0,2.4,200.0,0.12,0.98,15,3,양배추효능,1560.0
2129,죽,4600.0,46800.0,8.9,156.0,0.21,0.36,15,3,죽,2300.0
2130,양배추즙효능,1150.0,9200.0,1.5,81.0,0.14,0.95,15,3,양배추즙효능,5340.0
2131,위에좋은음식,2510.0,27700.0,1.7,318.5,0.07,1.23,15,3,위에좋은음식,3740.0
2132,장염에좋은음식,1860.0,20300.0,0.5,87.0,0.03,0.47,15,3,장염에좋은음식,1290.0
2133,양배추,5580.0,35100.0,2.6,4.0,0.05,0.02,15,3,양배추,4290.0
2134,위염에좋은음식,2010.0,21500.0,1.2,184.3,0.07,0.91,15,3,위염에좋은음식,3760.0
2135,양배추요리,4460.0,44900.0,0.8,4.7,0.02,0.02,14,3,양배추요리,1070.0
2136,역류성식도염에좋은음식,1290.0,11500.0,1.1,92.0,0.1,0.86,15,3,역류성식도염에좋은음식,2640.0
2137,역류성식도염좋은음식,1660.0,18800.0,2.4,187.0,0.15,1.06,15,3,역류성식도염좋은음식,3020.0
2138,속쓰릴때,1040.0,18300.0,0.6,3.7,0.06,0.03,14,3,속쓰릴때,2540.0
2139,소화잘되는음식,2210.0,23100.0,1.3,75.3,0.07,0.36,15,3,소화잘되는음식,2310.0
2140,위영양제,1370.0,9500.0,7.7,148.0,0.58,1.65,15,3,위영양제,5820.0
2141,비트효능,1880.0,26200.0,6.1,512.3,0.34,2.08,15,3,비트효능,670.0
2142,속쓰림,2110.0,12000.0,0.5,4.0,0.03,0.04,15,3,속쓰림,5560.0
2143,양배추환,2720.0,15600.0,8.1,216.5,0.32,1.47,15,3,양배추환,3640.0
2144,순수식품,1970.0,6700.0,4.7,2.3,0.25,0.04,15,3,순수식품,1360.0
2145,양배추가루,1260.0,3060.0,0.3,27.5,0.03,0.92,15,3,양배추가루,1420.0
2146,소화안될때,1240.0,19500.0,0.3,82.5,0.03,0.46,15,3,소화안될때,2860.0
2147,비건,9790.0,29100.0,5.5,45.0,0.06,0.17,15,3,비건,3220.0
2148,브로콜리효능,1420.0,10400.0,0.5,48.1,0.04,0.49,15,3,브로콜리효능,2330.0
2149,장에좋은음식,1050.0,11500.0,0.5,87.0,0.06,0.81,15,3,장에좋은음식,2530.0
2150,역류성식도염원인,1320.0,8170.0,0.1,5.4,0.01,0.07,15,3,역류성식도염원인,3720.0
2151,당근효능,1530.0,15600.0,2.3,145.0,0.16,1.01,15,3,당근효능,480.0
2152,메스꺼움,1290.0,7030.0,0.1,0.7,0.02,0.02,13,2,메스꺼움,2000.0
2153,시금치,3650.0,29400.0,4.7,94.0,0.14,0.34,15,3,시금치,1150.0
2154,야채,3380.0,13800.0,3.8,10.0,0.12,0.08,15,3,야채,1550.0
2155,구토,1330.0,6240.0,0.3,1.7,0.03,0.03,15,3,구토,1020.0
2156,적채,1230.0,5550.0,0.8,1.8,0.07,0.04,15,3,적채,770.0
2157,트림,2920.0,13800.0,0.2,0.3,0.01,0.01,13,2,트림,2410.0
2158,스무디,1630.0,6890.0,1.1,20.5,0.07,0.33,15,3,스무디,1870.0
2159,헬리코박터,1010.0,5310.0,1.3,66.5,0.13,1.33,15,3,헬리코박터,2200.0
2160,헬리코박터균,6340.0,76700.0,6.1,919.3,0.1,1.27,15,3,헬리코박터균,2260.0
2161,식이섬유많은음식,1780.0,16200.0,1.1,89.8,0.07,0.59,15,3,식이섬유많은음식,2520.0
2162,채식,1620.0,2930.0,2.1,1.3,0.14,0.05,15,3,채식,2610.0
2163,가수분해,3260.0,7460.0,0.7,0.3,0.03,0.01,13,2,가수분해,1790.0
2164,아침식사,1930.0,26700.0,5.6,4.3,0.3,0.02,15,3,아침식사,2100.0
2165,변,1030.0,4680.0,0.0,0.0,0.0,0.0,3,3,변,820.0
2166,VEGAN,1270.0,4060.0,0.4,9.3,0.04,0.25,15,3,VEGAN,1330.0
2167,변비에좋은음식,2300.0,35000.0,4.5,343.0,0.21,1.06,15,3,변비에좋은음식,2600.0
2168,비트즙,2380.0,16900.0,13.9,290.4,0.61,1.82,15,3,비트즙,4930.0
2169,복부팽만,1410.0,10600.0,0.4,9.6,0.03,0.1,15,3,복부팽만,4770.0
2170,배에서꾸르륵소리,2640.0,33700.0,0.7,3.7,0.03,0.02,14,3,배에서꾸르륵소리,2240.0
2171,비오틴콜라겐,1010.0,16000.0,10.1,505.8,1.02,3.44,15,3,비오틴콜라겐,4800.0
2172,비오틴5000,1120.0,2980.0,0.5,20.3,0.05,0.73,15,3,비오틴5000,2960.0
2173,손톱영양제,2600.0,18500.0,5.7,295.7,0.23,1.71,15,3,손톱영양제,2260.0
2174,디렉터파이,3180.0,7770.0,1.4,5.0,0.05,0.07,15,3,디렉터파이,2040.0
2175,비타민B6,1540.0,5690.0,0.7,13.8,0.05,0.26,15,3,비타민B6,3430.0
2176,서리태,4240.0,31400.0,12.1,293.3,0.3,1.01,15,3,서리태,1580.0
2177,맥주효모환,1020.0,11000.0,6.8,118.6,0.69,1.14,15,3,맥주효모환,3900.0
2178,판토텐산,4100.0,23900.0,6.7,244.8,0.17,1.1,15,3,판토텐산,4330.0
2179,비타민B1,1150.0,3940.0,0.9,19.3,0.09,0.53,15,3,비타민B1,4720.0
2180,식물영양제,1680.0,7210.0,3.3,33.7,0.21,0.51,15,3,식물영양제,3080.0
2181,올리브영추천템,2740.0,18200.0,2.0,9.0,0.08,0.06,4,1,올리브영추천템,680.0
2182,베타글루칸,3240.0,18000.0,11.3,274.4,0.36,1.6,15,3,베타글루칸,4420.0
2183,올리브영세일,24100.0,215700.0,94.1,2710.1,0.4,1.34,4,1,올리브영세일,3590.0
2184,비비랩,2170.0,9900.0,5.3,84.9,0.26,0.92,15,3,비비랩,4390.0
2185,정상혈압,3320.0,31700.0,0.0,1.0,0.0,0.01,3,3,정상혈압,1350.0
2186,올리브영세일기간,1530.0,8940.0,0.5,1.0,0.04,0.02,4,1,올리브영세일기간,1660.0
2187,듀오덤엑스트라씬,1260.0,8840.0,3.4,121.5,0.28,1.46,15,3,듀오덤엑스트라씬,4770.0
2188,황토찜질팩,1210.0,8220.0,4.9,215.0,0.45,2.79,15,3,황토찜질팩,2060.0
2189,의약외품,2030.0,2290.0,4.1,4.8,0.21,0.23,15,3,의약외품,1840.0
2190,비타민B12,2890.0,15900.0,3.8,89.8,0.14,0.62,15,3,비타민B12,4570.0
2191,말토덱스트린,1480.0,3440.0,1.7,0.0,0.12,0.0,15,3,말토덱스트린,1680.0
2192,상품,3500.0,4290.0,1.2,4.2,0.04,0.11,15,3,상품,690.0
2193,생강청만들기,2300.0,49500.0,4.3,545.0,0.2,1.19,15,3,생강청만들기,1660.0
2194,티아민,1620.0,4710.0,0.8,15.3,0.06,0.35,15,3,티아민,1640.0
2195,절임배추,31500.0,272100.0,516.3,7118.1,1.68,2.76,15,3,절임배추,1560.0
2196,절임배추20KG,9100.0,94200.0,175.9,3664.8,2.0,4.15,15,3,절임배추20KG,1540.0
2197,괴산절임배추,5280.0,53900.0,120.9,2837.4,2.37,5.6,15,3,괴산절임배추,1100.0
2198,고랭지절임배추,2760.0,35800.0,100.5,1762.3,3.77,5.24,15,3,고랭지절임배추,1240.0
2199,강원도절임배추,1570.0,20900.0,66.8,1175.9,4.42,5.95,15,3,강원도절임배추,820.0
2200,해남배추,1850.0,13600.0,40.5,737.3,2.26,5.78,15,3,해남배추,920.0
2201,강원도고랭지절임배추,1250.0,13400.0,54.7,815.1,4.55,6.43,15,3,강원도고랭지절임배추,790.0
2202,절인배추,2440.0,18900.0,36.0,568.8,1.52,3.27,15,3,절인배추,1080.0
2203,배추,8090.0,51800.0,30.4,539.1,0.39,1.12,15,3,배추,1170.0
2204,김장배추,2280.0,13300.0,30.3,369.5,1.37,2.95,15,3,김장배추,1020.0
2205,절임배추20KG몇포기,2600.0,26000.0,19.2,785.3,0.76,3.29,15,3,절임배추20KG몇포기,660.0
2206,괴산절임배추20KG,1090.0,14700.0,19.4,504.8,1.84,3.66,15,3,괴산절임배추20KG,2060.0
2207,김치,24300.0,130000.0,76.3,777.3,0.33,0.64,15,3,김치,2170.0
2208,절임배추10KG,1880.0,17600.0,19.0,416.7,1.04,2.57,15,3,절임배추10KG,1440.0
2209,김장김치담그는법,1220.0,19800.0,5.4,5.7,0.46,0.04,10,2,김장김치담그는법,850.0
2210,절임배추20키로,1020.0,15600.0,19.5,661.2,1.97,4.54,15,3,절임배추20키로,940.0
2211,김장배추가격,1320.0,16800.0,27.8,729.6,2.14,4.6,15,3,김장배추가격,830.0
2212,배추가격,5830.0,49400.0,52.1,1655.9,0.93,3.59,15,3,배추가격,660.0
2213,김장,8040.0,34500.0,7.1,8.0,0.1,0.03,13,2,김장,1020.0
2214,새싹삼,1030.0,4730.0,8.5,114.8,0.85,2.62,15,3,새싹삼,1800.0
2215,절임배추20KG양념,1570.0,21000.0,7.8,256.9,0.52,1.32,15,3,절임배추20KG양념,920.0
2216,김장재료,1800.0,11800.0,8.1,167.4,0.47,1.55,15,3,김장재료,1800.0
2217,알타리무,2350.0,22300.0,12.4,355.3,0.55,1.7,15,3,알타리무,1320.0
2218,절임알타리,1110.0,8580.0,18.4,316.8,1.7,3.94,15,3,절임알타리,1940.0
2219,김장양념,2150.0,19300.0,19.6,317.5,0.95,1.86,15,3,김장양념,1290.0
2220,김장김치양념,2630.0,35000.0,19.5,601.1,0.77,1.86,15,3,김장김치양념,1390.0
2221,김치양념,1590.0,13400.0,10.9,165.8,0.71,1.34,15,3,김치양념,1470.0
2222,김장김치,6580.0,66600.0,49.6,805.2,0.79,1.35,15,3,김장김치,2440.0
2223,알배추,1510.0,10000.0,2.0,30.7,0.14,0.34,15,3,알배추,1380.0
2224,무,5730.0,35200.0,3.3,26.4,0.06,0.09,15,3,무,780.0
2225,해남미소,2540.0,8870.0,5.5,62.0,0.23,0.74,7,2,해남미소,1610.0
2226,고춧가루,7590.0,56600.0,31.9,969.7,0.44,1.83,15,3,고춧가루,1680.0
2227,햇고추가루,1220.0,2670.0,1.7,64.0,0.16,2.58,15,3,햇고추가루,1010.0
2228,고추가루,5920.0,26100.0,21.5,333.4,0.38,1.37,15,3,고추가루,2150.0
2229,국산고추가루,1580.0,6640.0,6.7,134.9,0.46,2.15,15,3,국산고추가루,1340.0
2230,배추김치,4800.0,40500.0,16.2,361.0,0.36,0.97,15,3,배추김치,1940.0
2231,꽈리고추,1090.0,8880.0,0.6,1.0,0.06,0.02,14,3,꽈리고추,980.0
2232,쑥,2050.0,12100.0,2.8,24.8,0.15,0.22,15,3,쑥,1260.0
2233,쑥갓,1380.0,11000.0,0.5,1.3,0.05,0.02,13,2,쑥갓,670.0
2234,국산고춧가루,1610.0,2430.0,1.9,23.4,0.13,1.05,15,3,국산고춧가루,1340.0
2235,산지직송,1150.0,5040.0,4.3,59.3,0.39,1.25,15,3,산지직송,1540.0
2236,김장김치담그기,1420.0,20900.0,1.9,305.0,0.14,1.57,15,3,김장김치담그기,730.0
2237,다슬기,2680.0,20100.0,14.8,320.5,0.58,1.72,15,3,다슬기,2120.0
2238,한식,6720.0,42000.0,1.3,3.7,0.03,0.01,15,3,한식,1770.0
2239,수육맛있게삶는법,4920.0,150800.0,2.0,8.3,0.05,0.01,3,3,수육맛있게삶는법,440.0
2240,깻잎,4410.0,36900.0,2.1,166.9,0.06,0.48,15,3,깻잎,1390.0
2241,김치주문,1810.0,15200.0,38.7,646.9,2.22,4.62,15,3,김치주문,1460.0
2242,김장레시피,2950.0,29500.0,7.9,211.3,0.29,0.8,14,3,김장레시피,890.0
2243,겉절이양념,1010.0,27500.0,1.5,4.9,0.15,0.02,14,3,겉절이양념,970.0
2244,고춧가루1근,1150.0,6190.0,1.5,86.7,0.13,1.51,15,3,고춧가루1근,780.0
2245,베트남고추,1120.0,8160.0,1.4,43.0,0.13,0.57,15,3,베트남고추,1100.0
2246,제철음식,13200.0,75100.0,7.0,9.7,0.06,0.02,14,3,제철음식,850.0
2247,오이소박이,1750.0,29700.0,3.1,144.0,0.19,0.52,15,3,오이소박이,1220.0
2248,전라도김치,1730.0,13200.0,19.4,264.1,1.17,2.15,15,3,전라도김치,2930.0
2249,포기김치,1680.0,8270.0,3.1,70.0,0.2,0.93,15,3,포기김치,2500.0
2250,김장담그기,1100.0,5760.0,0.7,3.3,0.07,0.07,3,3,김장담그기,990.0
2251,포기김치10KG,1430.0,10600.0,7.7,173.3,0.58,1.77,15,3,포기김치10KG,1730.0
2252,김치10KG,2210.0,11600.0,3.4,55.3,0.17,0.52,15,3,김치10KG,1870.0
2253,파김치,8110.0,103800.0,27.3,645.3,0.35,0.67,15,3,파김치,1980.0
2254,백김치,2100.0,19900.0,9.7,251.8,0.49,1.41,15,3,백김치,1050.0
2255,총각김치,5150.0,70700.0,14.4,482.5,0.3,0.72,15,3,총각김치,2090.0
2256,쪽파김치,1060.0,34000.0,3.1,547.3,0.31,1.73,15,3,쪽파김치,1010.0
2257,섞박지,1650.0,14200.0,1.1,25.7,0.08,0.2,15,3,섞박지,960.0
2258,깍두기,4770.0,39600.0,6.5,182.0,0.15,0.5,15,3,깍두기,2250.0
2259,석박지,3590.0,24800.0,2.6,1.7,0.08,0.01,13,2,석박지,1010.0
2260,농산물,1920.0,2550.0,4.6,18.5,0.25,0.77,15,3,농산물,5640.0
2261,열무김치,2430.0,21800.0,9.9,153.5,0.43,0.77,15,3,열무김치,1520.0
2262,배추김치10KG,1090.0,10900.0,6.9,249.4,0.66,2.47,15,3,배추김치10KG,2410.0
2263,무순,1230.0,7540.0,0.0,1.0,0.0,0.02,7,2,무순,1630.0
2264,고추가루1근,1260.0,23800.0,6.1,574.1,0.5,2.58,15,3,고추가루1근,770.0
2265,달래,1870.0,10700.0,2.2,34.8,0.13,0.35,15,3,달래,1690.0
2266,특산물,1460.0,2290.0,1.7,0.3,0.13,0.02,15,3,특산물,920.0
2267,농산물시세,1230.0,5740.0,5.6,57.3,0.48,1.07,11,2,농산물시세,590.0
2268,깍두기담그기,2470.0,66700.0,4.9,2.0,0.21,0.01,6,2,깍두기담그기,820.0
2269,10월제철음식,5130.0,27400.0,2.4,8.7,0.05,0.04,15,3,10월제철음식,980.0
2270,굴김치,1130.0,7340.0,2.3,21.5,0.21,0.32,13,2,굴김치,800.0
2271,봄동겉절이,1180.0,43100.0,0.4,2.3,0.04,0.01,12,2,봄동겉절이,1030.0
2272,무생채,3680.0,52300.0,2.4,2.0,0.07,0.01,14,3,무생채,980.0
2273,종가집포기김치,2470.0,26400.0,18.8,547.7,0.81,2.23,15,3,종가집포기김치,2560.0
2274,굴보쌈,4600.0,39000.0,6.9,13.7,0.16,0.04,9,2,굴보쌈,1380.0
2275,종가집포기김치10KG,4220.0,42400.0,41.1,1442.6,1.02,3.66,15,3,종가집포기김치10KG,2930.0
2276,서안동농협,1010.0,7330.0,1.5,8.2,0.16,0.12,7,2,서안동농협,910.0
2277,보쌈김치,1810.0,22400.0,15.6,395.8,0.89,1.9,15,3,보쌈김치,4110.0
2278,김치맛집,1380.0,1600.0,2.2,24.8,0.17,1.68,15,3,김치맛집,2570.0
2279,김치종류,1310.0,5040.0,2.0,17.7,0.16,0.38,15,3,김치종류,1140.0
2280,김치축제,1050.0,5630.0,0.0,2.3,0.0,0.05,3,3,김치축제,130.0
2281,김치볶음,1350.0,36000.0,0.4,1.0,0.03,0.01,13,2,김치볶음,1150.0
2282,락토페린,16700.0,169500.0,40.5,2206.4,0.26,1.46,15,3,락토페린,3520.0
2283,초유,2080.0,15900.0,6.3,138.3,0.32,0.92,15,3,초유,6050.0
2284,락토페린효능,1330.0,17100.0,6.3,539.5,0.5,3.53,15,3,락토페린효능,1720.0
2285,LGG유산균,1040.0,9220.0,2.7,105.8,0.29,1.26,15,3,LGG유산균,3910.0
2286,MBP,3880.0,39600.0,25.0,1438.9,0.68,4.09,15,3,MBP,3680.0
2287,산양,1750.0,7920.0,0.3,3.0,0.02,0.05,3,3,산양,1680.0
2288,유청단백질,4080.0,37800.0,17.5,506.7,0.44,1.38,15,3,유청단백질,5210.0
2289,유당불내증,4960.0,27900.0,1.7,0.3,0.04,0.01,11,2,유당불내증,2640.0
2290,산양유,6080.0,30500.0,30.9,608.6,0.53,2.12,15,3,산양유,3640.0
2291,체지방줄이는법,1810.0,17600.0,0.9,42.1,0.06,0.26,15,3,체지방줄이는법,6210.0
2292,고구마,31200.0,175900.0,90.1,1421.0,0.31,0.87,15,3,고구마,14010.0
2293,호박고구마,6230.0,53800.0,41.5,1049.7,0.7,2.09,15,3,호박고구마,1410.0
2294,고구마5KG,1320.0,11400.0,11.4,376.3,0.89,3.54,15,3,고구마5KG,840.0
2295,고구마말랭이,4290.0,27700.0,14.9,210.7,0.36,0.82,15,3,고구마말랭이,1790.0
2296,꿀고구마,3460.0,27200.0,16.0,325.8,0.49,1.27,15,3,꿀고구마,1640.0
2297,해남고구마,2230.0,13600.0,20.3,393.2,0.95,3.09,15,3,해남고구마,990.0
2298,밤고구마,3300.0,25700.0,31.7,544.1,1.01,2.28,15,3,밤고구마,1290.0
2299,베니하루카,1600.0,6880.0,4.0,88.5,0.26,1.38,15,3,베니하루카,1820.0
2300,고구마10KG,1930.0,14500.0,6.6,183.7,0.36,1.38,15,3,고구마10KG,940.0
2301,군고구마,2600.0,13700.0,7.5,112.8,0.3,0.89,15,3,군고구마,1420.0
2302,냉동고구마,1010.0,5950.0,6.4,98.9,0.66,1.8,15,3,냉동고구마,1360.0
2303,고구마요리,8520.0,82800.0,0.7,8.7,0.01,0.02,3,3,고구마요리,810.0
2304,에어프라이어고구마,4440.0,87900.0,5.3,6.3,0.13,0.01,14,3,에어프라이어고구마,1870.0
2305,전자레인지고구마,1020.0,15600.0,0.4,3.0,0.04,0.03,14,3,전자레인지고구마,1310.0
2306,고구마다이어트,2070.0,16200.0,0.4,1.7,0.02,0.02,14,3,고구마다이어트,1160.0
2307,김의준고구마,2280.0,21600.0,8.5,300.6,0.38,1.52,11,2,김의준고구마,3280.0
2308,토울고구마,1130.0,9270.0,1.9,142.9,0.17,1.63,15,3,토울고구마,2790.0
2309,자색고구마,1410.0,12700.0,6.0,266.1,0.44,2.25,15,3,자색고구마,1050.0
2310,고구마효능,2720.0,30100.0,2.4,335.8,0.1,1.19,14,3,고구마효능,400.0
2311,아침식사메뉴,1120.0,20300.0,2.4,51.8,0.23,0.28,15,3,아침식사메뉴,3770.0
2312,단호박요리,1600.0,18000.0,0.7,29.0,0.05,0.18,14,3,단호박요리,900.0
2313,단백질많은음식,2570.0,31900.0,3.9,368.5,0.16,1.23,15,3,단백질많은음식,2410.0
2314,다이어트식품,1990.0,7940.0,8.9,53.3,0.46,0.72,15,3,다이어트식품,3570.0
2315,고구마스틱,1920.0,17100.0,5.1,109.8,0.28,0.7,15,3,고구마스틱,1920.0
2316,건포도,1690.0,12300.0,1.4,61.8,0.09,0.53,15,3,건포도,1000.0
2317,건망고,1030.0,7150.0,3.1,77.8,0.32,1.18,15,3,건망고,1140.0
2318,고구마샐러드,2120.0,25300.0,0.8,1.8,0.04,0.01,14,3,고구마샐러드,1120.0
2319,간편식,2210.0,4890.0,9.7,32.9,0.46,0.72,15,3,간편식,4000.0
2320,현미찹쌀,2310.0,4710.0,1.6,67.3,0.08,1.52,15,3,현미찹쌀,1640.0
2321,감말랭이,3980.0,29700.0,8.7,195.8,0.23,0.71,15,3,감말랭이,1770.0
2322,대파,2220.0,10900.0,1.1,50.3,0.06,0.5,15,3,대파,2540.0
2323,아침간편식,1310.0,9870.0,6.0,64.0,0.47,0.7,15,3,아침간편식,3200.0
2324,명엽채,1690.0,7150.0,0.9,0.3,0.06,0.01,14,3,명엽채,1090.0
2325,고시히카리,1660.0,7180.0,1.8,26.0,0.12,0.4,15,3,고시히카리,1320.0
2326,김밥재료,1720.0,15600.0,3.6,49.7,0.22,0.34,15,3,김밥재료,1160.0
2327,야채채소,1250.0,4060.0,0.4,19.3,0.04,0.52,13,2,야채채소,1030.0
2328,꽈배기,4130.0,49400.0,8.7,75.6,0.22,0.17,15,3,꽈배기,1310.0
2329,시금치요리,1180.0,13000.0,0.2,1.3,0.02,0.02,9,2,시금치요리,1030.0
2330,닭개장,2260.0,15000.0,0.7,1.8,0.04,0.02,14,3,닭개장,2140.0
2331,송화버섯,1360.0,17800.0,3.7,251.8,0.29,1.53,15,3,송화버섯,1340.0
2332,구기자,5750.0,43900.0,19.7,661.3,0.36,1.61,15,3,구기자,2580.0
2333,미원,4310.0,22800.0,3.9,180.2,0.1,0.85,15,3,미원,1400.0
2334,스승의날,1830.0,8790.0,0.4,3.3,0.03,0.04,15,3,스승의날,1330.0
2335,크랩,1070.0,5100.0,0.3,1.6,0.04,0.04,15,3,크랩,2840.0
2336,시금치무침,2900.0,97200.0,1.8,4.3,0.07,0.01,12,2,시금치무침,610.0
2337,흑미,1180.0,6860.0,1.8,12.9,0.17,0.21,15,3,흑미,1450.0
2338,과메기,34200.0,178300.0,169.6,1778.1,0.51,1.06,15,3,과메기,1910.0
2339,구룡포과메기,2960.0,18600.0,42.1,881.4,1.46,5.02,15,3,구룡포과메기,1750.0
2340,겨울제철음식,1090.0,2980.0,0.1,1.7,0.01,0.07,13,2,겨울제철음식,1340.0
2341,과메기철,3470.0,23300.0,5.7,9.0,0.17,0.05,15,3,과메기철,1110.0
2342,12월제철음식,1320.0,2180.0,0.1,2.0,0.02,0.11,14,3,12월제철음식,1490.0
2343,11월제철음식,12100.0,50900.0,2.4,7.3,0.02,0.02,9,2,11월제철음식,970.0
2344,11월제철해산물,1250.0,4640.0,0.3,2.0,0.03,0.05,3,3,11월제철해산물,890.0
2345,생태,2050.0,7370.0,2.9,55.3,0.15,0.81,10,2,생태,770.0
2346,가을음식,1430.0,5830.0,0.4,2.7,0.03,0.05,11,2,가을음식,990.0
2347,10월제철회,1790.0,14400.0,0.0,0.0,0.0,0.0,3,3,10월제철회,150.0
2348,11월제철회,2970.0,17800.0,0.0,2.2,0.0,0.02,2,2,11월제철회,100.0
2349,가을제철음식,2040.0,7680.0,0.9,2.0,0.05,0.03,13,2,가을제철음식,850.0
2350,임연수,2620.0,16500.0,1.9,2.0,0.08,0.02,13,2,임연수,1000.0
2351,겨울음식,1300.0,4270.0,0.4,1.0,0.03,0.03,13,2,겨울음식,1430.0
2352,해남맛집,2160.0,26500.0,4.5,80.3,0.22,0.34,9,2,해남맛집,680.0
2353,10월제철과일,1260.0,6230.0,2.3,4.9,0.19,0.09,15,3,10월제철과일,830.0
2354,농수산물시장,1050.0,15400.0,1.0,5.3,0.1,0.04,15,3,농수산물시장,790.0
2355,대개,4100.0,9500.0,2.4,75.0,0.07,0.85,15,3,대개,860.0
2356,정월대보름,5960.0,17500.0,0.8,0.3,0.02,0.01,15,3,정월대보름,1130.0
2357,밀크씨슬,17700.0,199400.0,45.3,1176.2,0.27,0.62,15,3,밀크씨슬,7630.0
2358,간영양제,3790.0,25900.0,10.7,290.0,0.3,1.2,15,3,간영양제,5270.0
2359,밀크시슬,6260.0,29600.0,13.4,275.8,0.23,1.0,15,3,밀크시슬,4740.0
2360,밀크씨슬효능,2210.0,13900.0,2.8,170.3,0.13,1.3,15,3,밀크씨슬효능,4350.0
2361,밀크씨슬복용시간,1100.0,7680.0,1.0,23.3,0.1,0.32,15,3,밀크씨슬복용시간,3170.0
2362,밀크씨슬추천,1130.0,6380.0,5.9,114.5,0.54,1.91,15,3,밀크씨슬추천,5910.0
2363,간에좋은영양제,1270.0,12800.0,2.4,194.8,0.2,1.61,15,3,간에좋은영양제,3250.0
2364,실리마린,3330.0,12900.0,4.7,73.0,0.15,0.6,15,3,실리마린,3670.0
2365,ALT수치,3610.0,19700.0,0.0,6.0,0.0,0.05,1,2,ALT수치,240.0
2366,간에좋은음식,3960.0,49400.0,4.7,466.5,0.13,1.01,15,3,간에좋은음식,1870.0
2367,간수치낮추는법,1500.0,14700.0,0.7,85.8,0.05,0.62,15,3,간수치낮추는법,1860.0
2368,지방간에좋은음식,1300.0,19500.0,2.7,323.8,0.22,1.76,15,3,지방간에좋은음식,1900.0
2369,피로회복,1080.0,3950.0,0.7,5.0,0.07,0.14,15,3,피로회복,5350.0
2370,피로회복제,3230.0,24300.0,5.4,185.5,0.18,0.82,15,3,피로회복제,4100.0
2371,피로,1850.0,4340.0,0.4,0.7,0.03,0.02,15,3,피로,4400.0
2372,약국피로회복제,1030.0,6620.0,0.8,1.0,0.09,0.02,13,2,약국피로회복제,2530.0
2373,숙취해소법,1660.0,25200.0,0.4,1.0,0.03,0.01,13,2,숙취해소법,3500.0
2374,숙취두통,1110.0,18400.0,0.1,4.0,0.02,0.03,13,2,숙취두통,6060.0
2375,엉겅퀴,1710.0,16800.0,4.5,220.8,0.28,1.43,15,3,엉겅퀴,2360.0
2376,슈퍼푸드,1320.0,5560.0,0.7,0.0,0.06,0.0,14,3,슈퍼푸드,1490.0
2377,생일선물추천,2440.0,15100.0,1.7,29.8,0.08,0.22,15,3,생일선물추천,3010.0
2378,헬리코박터제균치료,1150.0,6440.0,0.0,4.0,0.0,0.07,3,3,헬리코박터제균치료,800.0
2379,부모님선물,1940.0,8050.0,2.6,14.5,0.14,0.2,15,3,부모님선물,11550.0
2380,숙취해소,3790.0,26200.0,4.8,11.1,0.13,0.05,15,3,숙취해소,6850.0
2381,음주,2100.0,5830.0,0.4,0.3,0.02,0.01,15,3,음주,11410.0
2382,혈장,2040.0,7340.0,0.0,0.0,0.0,0.0,1,2,혈장,70.0
2383,URICACID,1670.0,3300.0,0.0,0.7,0.0,0.03,3,3,URICACID,1100.0
2384,비타민D,20400.0,138800.0,43.3,980.9,0.22,0.75,15,3,비타민D,7490.0
2385,사과,32600.0,182800.0,122.5,1586.2,0.4,0.92,15,3,사과,2250.0
2386,사과10KG,1900.0,10500.0,7.6,120.8,0.42,1.22,15,3,사과10KG,1390.0
2387,감홍사과,9780.0,139900.0,54.3,2537.9,0.57,1.92,15,3,감홍사과,1380.0
2388,꿀사과,1030.0,9210.0,12.7,227.6,1.29,2.66,15,3,꿀사과,1630.0
