,연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도,키워드,입찰가_모바일_1위
1839,책상조명,1050.0,3280.0,5.2,44.0,0.53,1.47,15,3,책상조명,1470.0
1840,초등학생책상,3210.0,17900.0,25.1,363.1,0.82,2.2,15,3,초등학생책상,3160.0
1841,학생책상,1320.0,7540.0,15.9,199.1,1.28,2.9,15,3,학생책상,1880.0
1842,작업대,3060.0,4480.0,45.1,71.1,1.52,1.69,15,3,작업대,6840.0
1843,어린이책상,1730.0,12800.0,19.5,277.1,1.17,2.38,15,3,어린이책상,2240.0
1844,이케아테이블,1310.0,8860.0,2.4,49.5,0.19,0.61,15,3,이케아테이블,1420.0
1845,아이방꾸미기,1060.0,6630.0,4.0,57.9,0.39,0.95,15,3,아이방꾸미기,2530.0
1846,데스커책상,6020.0,47100.0,13.7,183.1,0.24,0.43,15,3,데스커책상,2460.0
1847,서울대의자,2250.0,10600.0,8.7,90.3,0.41,0.93,15,3,서울대의자,4140.0
1848,실험실,1390.0,1340.0,5.0,9.1,0.38,0.72,15,3,실험실,2770.0
1849,HOOD,1460.0,5300.0,0.9,0.3,0.07,0.01,15,3,HOOD,1690.0
1850,모니터암,25700.0,36700.0,103.1,462.5,0.42,1.34,15,3,모니터암,2710.0
1851,책상선반,1830.0,4270.0,3.0,24.0,0.18,0.61,15,3,책상선반,1600.0
1852,수납함,3320.0,10800.0,9.5,113.7,0.3,1.14,15,3,수납함,2490.0
1853,좌식책상,1810.0,7350.0,5.7,68.5,0.34,1.01,15,3,좌식책상,2770.0
1854,안전발판,1170.0,1450.0,17.9,40.1,1.57,2.91,15,3,안전발판,4160.0
1855,건조대,2220.0,10500.0,3.2,86.1,0.16,0.89,15,3,건조대,2100.0
1856,매트리스커버,5230.0,32700.0,39.4,605.1,0.79,2.01,15,3,매트리스커버,3330.0
1857,침대커버,3990.0,38300.0,27.5,316.2,0.73,0.87,15,3,침대커버,2430.0
1858,호텔침구,1950.0,6920.0,23.9,162.5,1.26,2.55,15,3,호텔침구,5710.0
1859,침실인테리어,1050.0,3770.0,2.7,27.1,0.27,0.79,15,3,침실인테리어,3790.0
1860,토퍼커버,1040.0,7020.0,10.8,119.8,1.07,1.86,15,3,토퍼커버,2740.0
1861,침대패드,4720.0,33400.0,39.3,596.4,0.87,1.94,15,3,침대패드,2750.0
1862,매트리스방수커버,1960.0,9390.0,5.4,121.0,0.29,1.4,15,3,매트리스방수커버,2640.0
1863,방수커버,1130.0,5980.0,2.5,65.3,0.23,1.19,15,3,방수커버,2310.0
1864,스프레드시트,8400.0,7140.0,1.9,1.3,0.03,0.02,14,3,스프레드시트,1070.0
1865,패드,4570.0,18000.0,4.5,69.6,0.11,0.42,15,3,패드,2390.0
1866,방수패드,1920.0,19400.0,5.4,218.3,0.3,1.21,15,3,방수패드,3200.0
1867,알러지케어이불,1640.0,11700.0,32.3,478.6,2.01,4.34,15,3,알러지케어이불,5280.0
1868,물티슈,25200.0,144700.0,26.5,380.3,0.11,0.28,15,3,물티슈,7770.0
1869,아기물티슈,2020.0,14600.0,4.3,155.8,0.22,1.14,15,3,아기물티슈,3550.0
1870,대용량물티슈,1490.0,9430.0,3.5,131.2,0.25,1.48,15,3,대용량물티슈,3790.0
1871,두루마리휴지,6190.0,31900.0,10.6,314.7,0.18,1.06,15,3,두루마리휴지,4420.0
1872,스트레치필름,2900.0,2910.0,19.4,43.3,0.68,1.56,15,3,스트레치필름,7340.0
1873,화장지,7320.0,37900.0,18.0,321.0,0.26,0.92,15,3,화장지,3470.0
1874,각티슈,6090.0,21700.0,12.9,111.7,0.22,0.56,15,3,각티슈,5880.0
1875,착한화장지,1320.0,6610.0,2.4,76.5,0.19,1.24,15,3,착한화장지,3020.0
1876,휴지30롤,1980.0,15800.0,8.0,272.5,0.42,1.85,15,3,휴지30롤,3570.0
1877,화장지30롤,1640.0,13100.0,9.3,292.6,0.6,2.4,15,3,화장지30롤,2900.0
1878,휴지,10700.0,45900.0,11.2,280.2,0.11,0.66,15,3,휴지,4080.0
1879,크리넥스,3810.0,16400.0,3.7,54.8,0.1,0.36,15,3,크리넥스,2690.0
1880,공업용랩,1460.0,3850.0,16.1,44.8,1.12,1.2,15,3,공업용랩,6990.0
1881,곽티슈,2400.0,6170.0,3.6,26.3,0.16,0.46,15,3,곽티슈,4940.0
1882,티슈,1240.0,4530.0,1.0,18.5,0.09,0.44,15,3,티슈,5110.0
1883,핸드타월,1640.0,2700.0,4.7,26.8,0.3,1.06,15,3,핸드타월,2530.0
1884,출산준비물리스트,2870.0,12300.0,2.5,49.7,0.09,0.44,15,3,출산준비물리스트,3760.0
1885,갑티슈,1490.0,3690.0,1.3,1.5,0.09,0.05,15,3,갑티슈,4610.0
1886,출산준비물,1420.0,4800.0,2.0,26.4,0.15,0.59,15,3,출산준비물,3330.0
1887,유아용품,1070.0,2550.0,10.0,29.3,0.96,1.24,15,3,유아용품,2500.0
1888,플라스틱용기,1270.0,2330.0,48.7,48.1,3.94,2.23,15,3,플라스틱용기,9400.0
1889,디데이달력,1050.0,7130.0,0.7,50.8,0.07,0.77,15,3,디데이달력,1130.0
1890,손톱깍이,1030.0,2630.0,2.3,16.1,0.24,0.67,15,3,손톱깍이,6680.0
1891,써큘레이터,2020.0,10100.0,1.1,59.0,0.06,0.63,15,3,써큘레이터,2710.0
1892,농구공,3260.0,18600.0,6.7,109.8,0.22,0.64,15,3,농구공,2330.0
1893,세탁세제추천,1030.0,12500.0,3.7,111.0,0.38,0.95,15,3,세탁세제추천,3490.0
1894,일회용행주,2350.0,4990.0,0.9,21.5,0.04,0.46,15,3,일회용행주,1250.0
1895,메모지,3530.0,4140.0,4.3,26.9,0.13,0.7,15,3,메모지,4620.0
1896,펑크린,1210.0,6270.0,0.5,25.8,0.04,0.45,15,3,펑크린,2630.0
1897,캐니스터,1490.0,3930.0,0.9,0.0,0.06,0.0,15,3,캐니스터,740.0
1898,커피잔세트,1350.0,6760.0,3.7,94.8,0.28,1.53,15,3,커피잔세트,1620.0
1899,양은냄비,1740.0,10600.0,2.8,65.5,0.17,0.66,15,3,양은냄비,1860.0
1900,머니클립,1470.0,8230.0,1.1,28.8,0.09,0.39,15,3,머니클립,1250.0
1901,미끄럼방지스티커,1180.0,4400.0,5.4,36.8,0.47,0.91,15,3,미끄럼방지스티커,1500.0
1902,베이비파우더,1190.0,6830.0,1.6,42.8,0.14,0.68,15,3,베이비파우더,2160.0
1903,티크린,1100.0,4360.0,4.0,67.3,0.38,1.67,15,3,티크린,1110.0
1904,드라이샴푸,3200.0,26100.0,3.1,220.3,0.11,0.92,15,3,드라이샴푸,2090.0
1905,가성소다,3110.0,6470.0,19.1,87.3,0.63,1.43,15,3,가성소다,17930.0
1906,글리세린,5340.0,21800.0,10.8,128.0,0.21,0.64,15,3,글리세린,3180.0
1907,생분해플라스틱,1080.0,1960.0,9.5,29.5,0.9,1.56,15,3,생분해플라스틱,3210.0
1908,클리너,1260.0,1710.0,0.3,1.3,0.03,0.08,15,3,클리너,1380.0
1909,재활용품,1300.0,2150.0,1.3,0.3,0.11,0.02,15,3,재활용품,1700.0
1910,토끼인형,1730.0,17200.0,5.8,130.3,0.35,0.82,15,3,토끼인형,960.0
1911,임산부선물,2320.0,12000.0,3.5,54.0,0.16,0.48,15,3,임산부선물,5860.0
1912,신생아선물,2240.0,14200.0,7.5,113.0,0.35,0.85,15,3,신생아선물,2630.0
1913,테이팩스,6830.0,19000.0,0.5,1.3,0.01,0.01,15,3,테이팩스,1200.0
1914,뽁뽁이,8730.0,48700.0,84.3,632.4,1.0,1.35,15,3,뽁뽁이,5390.0
1915,답례품,12700.0,82300.0,128.9,1389.2,1.04,1.77,15,3,답례품,3650.0
1916,구디백,5810.0,41600.0,27.3,609.0,0.48,1.54,15,3,구디백,2050.0
1917,돌잔치답례품,2150.0,19100.0,37.6,672.3,1.82,3.75,15,3,돌잔치답례품,3160.0
1918,결혼답례품,2840.0,16300.0,35.5,356.8,1.29,2.29,15,3,결혼답례품,4440.0
1919,결혼식답례품,4680.0,36200.0,40.9,710.4,0.9,2.06,15,3,결혼식답례품,3690.0
1920,쿠키답례품,1070.0,5490.0,27.3,213.2,2.6,4.11,15,3,쿠키답례품,2880.0
1921,답례품쿠키,1420.0,7240.0,24.5,274.0,1.76,4.02,15,3,답례품쿠키,2820.0
1922,과자선물세트,1680.0,6430.0,10.7,149.1,0.65,2.46,15,3,과자선물세트,2640.0
1923,주문제작,1140.0,2550.0,5.7,26.8,0.52,1.12,15,3,주문제작,2580.0
1924,소량인쇄,1490.0,1620.0,61.6,64.1,4.21,4.12,15,3,소량인쇄,3900.0
1925,돌답례품,1890.0,16700.0,26.1,520.3,1.43,3.31,15,3,돌답례품,3140.0
1926,판촉,3280.0,3570.0,109.4,60.8,3.39,1.79,15,3,판촉,6970.0
1927,홍보물품,1770.0,1150.0,68.2,46.0,3.86,4.19,15,3,홍보물품,9690.0
1928,과자세트,1530.0,4820.0,9.2,74.0,0.62,1.63,15,3,과자세트,2030.0
1929,웨딩촬영간식,1080.0,6350.0,10.1,114.0,0.96,1.9,15,3,웨딩촬영간식,2360.0
1930,간식세트,1120.0,2390.0,6.4,14.9,0.58,0.67,15,3,간식세트,2110.0
1931,홍보물,1530.0,1030.0,47.7,26.6,3.17,2.73,15,3,홍보물,6390.0
1932,사은품,2110.0,2830.0,25.7,66.4,1.25,2.47,15,3,사은품,6450.0
1933,어린이집답례품,1410.0,18000.0,1.6,30.4,0.12,0.18,15,3,어린이집답례품,3560.0
1934,개업선물,2750.0,20900.0,4.6,120.8,0.18,0.62,15,3,개업선물,5330.0
1935,100일선물,2300.0,18900.0,3.0,128.6,0.14,0.73,15,3,100일선물,1690.0
1936,칠순선물,1090.0,6430.0,2.9,51.7,0.27,0.87,15,3,칠순선물,3590.0
1937,청소용품,2330.0,4470.0,85.0,136.6,3.77,3.24,15,3,청소용품,4940.0
1938,GWP,2670.0,2500.0,2.6,0.5,0.1,0.03,12,2,GWP,1430.0
1939,돌잔치선물,1190.0,7690.0,1.1,32.5,0.1,0.46,15,3,돌잔치선물,3200.0
1940,기념품샵,1190.0,2820.0,57.5,128.9,4.87,4.82,15,3,기념품샵,5870.0
1941,돌,3310.0,13400.0,2.9,19.0,0.09,0.16,15,3,돌,1360.0
1942,체온계,4970.0,29100.0,8.8,324.5,0.19,1.2,15,3,체온계,3080.0
1943,경품이벤트,1540.0,3430.0,3.9,35.1,0.27,1.09,15,3,경품이벤트,2940.0
1944,경품,2610.0,2920.0,2.3,9.2,0.09,0.33,15,3,경품,7900.0
1945,제주도기념품,2110.0,16100.0,4.2,200.5,0.21,1.33,15,3,제주도기념품,1560.0
1946,제주도선물,1540.0,9900.0,2.7,98.9,0.18,1.07,15,3,제주도선물,1760.0
1947,합격기원선물,1020.0,6670.0,3.7,74.7,0.37,1.17,15,3,합격기원선물,1890.0
1948,제주도소품샵,1050.0,7380.0,3.7,50.0,0.38,0.74,15,3,제주도소품샵,1330.0
1949,월정리맛집,1110.0,13200.0,1.5,129.5,0.15,1.07,15,3,월정리맛집,2060.0
1950,제주공항근처가볼만한곳,1170.0,14200.0,2.1,89.3,0.19,0.68,15,3,제주공항근처가볼만한곳,850.0
1951,어버이날,1960.0,6010.0,0.3,1.3,0.02,0.03,15,3,어버이날,2010.0
1952,우도땅콩,1060.0,8990.0,2.1,86.6,0.21,1.04,14,3,우도땅콩,1290.0
1953,제주소품샵,1140.0,10300.0,6.7,113.4,0.63,1.19,15,3,제주소품샵,950.0
1954,졸음껌,1220.0,5020.0,3.5,53.1,0.3,1.13,15,3,졸음껌,1340.0
1955,어린이집생일답례품,1490.0,16100.0,2.9,95.3,0.2,0.63,15,3,어린이집생일답례품,3730.0
1956,아라동맛집,1160.0,9280.0,0.8,5.0,0.08,0.06,15,3,아라동맛집,1380.0
1957,쿠키세트,1070.0,4040.0,4.4,24.0,0.42,0.63,15,3,쿠키세트,1300.0
1958,TOP커피,1150.0,6520.0,1.4,56.4,0.13,0.93,15,3,TOP커피,1840.0
1959,집들이선물,20600.0,99100.0,14.7,407.3,0.08,0.44,15,3,집들이선물,3580.0
1960,우디향,1180.0,5880.0,0.8,2.6,0.08,0.05,15,3,우디향,2270.0
1961,젖병소독기,5500.0,70900.0,22.3,334.8,0.42,0.49,15,3,젖병소독기,14120.0
1962,유팡,2670.0,14900.0,19.3,402.0,0.75,2.91,15,3,유팡,3470.0
1963,유팡젖병소독기,2980.0,32600.0,17.9,564.5,0.62,1.87,15,3,유팡젖병소독기,4020.0
1964,출산선물,5670.0,31600.0,13.4,147.8,0.25,0.5,15,3,출산선물,14200.0
1965,젖병건조대,1060.0,8610.0,1.5,1.3,0.15,0.02,15,3,젖병건조대,1770.0
1966,살균기,1380.0,1670.0,3.5,12.7,0.26,0.81,15,3,살균기,16510.0
1967,출산용품리스트,1730.0,4490.0,1.3,15.8,0.08,0.38,15,3,출산용품리스트,2170.0
1968,젖병,2400.0,16800.0,6.5,153.8,0.29,0.98,15,3,젖병,4190.0
1969,베이비시터,2930.0,19200.0,53.5,855.6,1.89,4.73,15,3,베이비시터,3800.0
1970,임신축하선물,1540.0,7800.0,5.4,127.8,0.36,1.74,15,3,임신축하선물,3640.0
1971,임신선물,1290.0,7090.0,1.1,25.3,0.09,0.38,15,3,임신선물,4560.0
1972,신생아침대,1530.0,9260.0,7.5,114.9,0.51,1.35,15,3,신생아침대,1550.0
1973,바운서,2340.0,21700.0,1.2,90.2,0.06,0.45,15,3,바운서,1480.0
1974,하기스기저귀,1180.0,18300.0,2.7,163.0,0.24,0.95,15,3,하기스기저귀,3780.0
1975,유교전,1590.0,7650.0,0.3,0.3,0.03,0.01,3,3,유교전,670.0
1976,아기이불,1590.0,20200.0,10.8,261.5,0.7,1.37,15,3,아기이불,2220.0
1977,코엑스베이비페어,2540.0,16600.0,0.4,2.3,0.02,0.02,15,3,코엑스베이비페어,2880.0
1978,브라이텍스카시트,1420.0,19000.0,1.6,2.0,0.12,0.02,14,3,브라이텍스카시트,1280.0
1979,부산벡스코,8410.0,26900.0,12.8,172.0,0.16,0.69,9,2,부산벡스코,1770.0
1980,기저귀갈이대,2450.0,20800.0,5.5,79.5,0.23,0.42,15,3,기저귀갈이대,2810.0
1981,유아패딩,2080.0,27100.0,17.3,321.7,0.85,1.25,15,3,유아패딩,1640.0
1982,기저귀가방,4590.0,63100.0,9.3,309.7,0.22,0.53,15,3,기저귀가방,9830.0
1983,기저귀,6390.0,35900.0,11.0,149.2,0.18,0.45,15,3,기저귀,5120.0
1984,모빌,3820.0,17900.0,5.2,172.0,0.15,1.03,15,3,모빌,1510.0
1985,기저귀교환대,2520.0,4570.0,13.2,2.2,0.55,0.06,15,3,기저귀교환대,3780.0
1986,육아,2990.0,6770.0,2.1,0.3,0.08,0.01,15,3,육아,2210.0
1987,쪽쪽이,1620.0,22400.0,3.1,229.8,0.2,1.1,15,3,쪽쪽이,2530.0
1988,아기체육관,2280.0,30400.0,1.4,178.3,0.07,0.63,15,3,아기체육관,2390.0
1989,부산베이비페어,1030.0,7150.0,1.7,17.1,0.17,0.26,12,2,부산베이비페어,1720.0
1990,수면등,1170.0,12800.0,5.6,86.5,0.51,0.72,15,3,수면등,1600.0
1991,전시회,40800.0,141100.0,46.7,14.3,0.12,0.02,15,3,전시회,3030.0
1992,박람회,25400.0,50900.0,8.8,10.5,0.04,0.03,15,3,박람회,4000.0
1993,초점책,1190.0,10300.0,3.8,142.5,0.34,1.49,15,3,초점책,1260.0
1994,아기비데,1990.0,24900.0,1.8,1.7,0.1,0.01,13,2,아기비데,2960.0
1995,신생아기저귀,1090.0,11600.0,3.2,108.3,0.3,1.0,15,3,신생아기저귀,4120.0
1996,텀블러세척기,1100.0,2420.0,15.7,82.0,1.44,3.53,15,3,텀블러세척기,1420.0
1997,어린이마스크,1870.0,16100.0,7.7,308.2,0.43,2.02,15,3,어린이마스크,3110.0
1998,KF94마스크,10300.0,67500.0,43.1,1121.4,0.44,1.78,15,3,KF94마스크,4870.0
1999,유아마스크,1680.0,21400.0,5.9,218.5,0.37,1.08,15,3,유아마스크,2840.0
2000,소형마스크,1160.0,10700.0,2.2,168.2,0.2,1.66,15,3,소형마스크,2690.0
2001,자가진단키트,5820.0,59300.0,27.0,639.5,0.48,1.15,15,3,자가진단키트,2410.0
2002,덴탈마스크,10000.0,143200.0,19.9,955.0,0.21,0.7,15,3,덴탈마스크,3270.0
2003,일회용마스크,4570.0,44000.0,10.9,476.4,0.25,1.14,15,3,일회용마스크,3640.0
2004,SD바이오센서,6770.0,26400.0,6.9,65.3,0.11,0.26,15,3,SD바이오센서,1530.0
2005,KF94,3970.0,9200.0,4.8,73.2,0.13,0.85,15,3,KF94,4880.0
2006,진단키트,2120.0,33100.0,4.8,159.5,0.24,0.51,15,3,진단키트,2180.0
2007,컬러마스크,1210.0,8470.0,7.5,116.7,0.65,1.5,15,3,컬러마스크,3770.0
2008,자가진단,9000.0,249500.0,3.4,1457.5,0.04,0.59,15,3,자가진단,640.0
2009,빅사이즈,3290.0,15600.0,103.7,623.9,3.3,4.29,15,3,빅사이즈,2170.0
2010,자전거마스크,1590.0,4740.0,5.7,93.2,0.39,2.11,15,3,자전거마스크,1470.0
2011,94마스크,1490.0,9210.0,7.7,206.2,0.53,2.38,15,3,94마스크,4350.0
2012,새부리마스크,2900.0,16300.0,16.5,280.1,0.59,1.85,15,3,새부리마스크,2640.0
2013,할로윈마스크,2090.0,19800.0,13.2,335.0,0.65,1.76,15,3,할로윈마스크,1340.0
2014,자외선차단마스크,1230.0,6180.0,4.5,203.1,0.41,3.56,15,3,자외선차단마스크,2570.0
2015,특대형마스크,1570.0,18800.0,13.9,222.8,0.93,1.24,15,3,특대형마스크,3390.0
2016,온열안대,2470.0,16800.0,9.9,171.3,0.41,1.07,15,3,온열안대,2690.0
2017,방진마스크,5110.0,11200.0,5.6,89.5,0.12,0.84,15,3,방진마스크,2320.0
2018,눈마사지기,4050.0,20800.0,10.9,212.5,0.28,1.1,15,3,눈마사지기,2300.0
2019,마스크추천,1630.0,10500.0,12.5,272.2,0.8,2.76,15,3,마스크추천,2590.0
2020,크리넥스마스크,2660.0,24500.0,5.2,210.8,0.21,0.92,15,3,크리넥스마스크,3250.0
2021,눈충혈,1910.0,17700.0,0.8,2.6,0.05,0.02,15,3,눈충혈,8600.0
2022,눈마사지,1060.0,4150.0,3.8,29.5,0.37,0.76,15,3,눈마사지,2190.0
2023,눈찜질팩,1290.0,9570.0,4.9,117.0,0.39,1.3,15,3,눈찜질팩,2860.0
2024,눈건강,1110.0,3140.0,1.8,23.5,0.17,0.8,15,3,눈건강,6770.0
2025,빨아쓰는마스크,1780.0,9030.0,10.0,246.4,0.6,2.94,15,3,빨아쓰는마스크,1650.0
2026,면마스크,1500.0,8820.0,4.7,186.3,0.33,2.26,15,3,면마스크,2740.0
2027,MASK,1120.0,3410.0,0.8,2.9,0.08,0.1,10,2,MASK,850.0
2028,백일상대여,1950.0,54300.0,27.9,1390.3,1.49,2.67,15,3,백일상대여,2990.0
2029,백일상,1240.0,20800.0,13.5,757.5,1.15,3.92,15,3,백일상,1600.0
2030,돌상대여,1140.0,20300.0,20.3,480.5,1.82,2.45,15,3,돌상대여,1060.0
2031,촛대,1350.0,5800.0,7.8,76.8,0.61,1.43,15,3,촛대,1220.0
2032,돌잔치,4270.0,25900.0,8.6,293.8,0.21,1.23,15,3,돌잔치,2400.0
2033,층간소음매트,5740.0,55400.0,65.0,890.4,1.18,1.71,15,3,층간소음매트,5500.0
2034,거실매트,4350.0,40800.0,44.9,703.6,1.07,1.87,15,3,거실매트,2560.0
2035,소음방지매트,1050.0,6800.0,11.3,185.5,1.1,2.97,15,3,소음방지매트,2930.0
2036,아기매트,2750.0,30800.0,11.8,317.0,0.45,1.11,15,3,아기매트,3210.0
2037,퍼즐매트,2300.0,23900.0,18.0,252.6,0.81,1.12,15,3,퍼즐매트,2810.0
2038,롤매트,2300.0,20900.0,19.6,519.9,0.89,2.66,15,3,롤매트,3170.0
2039,놀이방매트,2130.0,18400.0,18.8,274.7,0.91,1.6,15,3,놀이방매트,3430.0
2040,PVC매트,1480.0,12100.0,10.6,138.5,0.75,1.25,15,3,PVC매트,3060.0
2041,놀이매트,1280.0,14100.0,7.6,176.1,0.61,1.35,15,3,놀이매트,2570.0
2042,유아매트,1430.0,16800.0,7.6,165.9,0.55,1.04,15,3,유아매트,3900.0
2043,주방매트,2900.0,23200.0,30.6,383.9,1.09,1.8,15,3,주방매트,1330.0
2044,층간소음,9370.0,33800.0,8.6,8.3,0.1,0.03,15,3,층간소음,4480.0
2045,층간소음해결방법,1990.0,11500.0,1.6,56.1,0.09,0.53,15,3,층간소음해결방법,2950.0
2046,방음매트,1010.0,5140.0,7.8,97.4,0.82,2.03,15,3,방음매트,2870.0
2047,미끄럼방지매트,3660.0,13700.0,59.9,283.7,1.7,2.22,15,3,미끄럼방지매트,3260.0
2048,TPU,2910.0,4540.0,2.5,1.0,0.09,0.03,15,3,TPU,2190.0
2049,강아지매트,4810.0,53300.0,42.5,812.6,0.93,1.59,15,3,강아지매트,2960.0
2050,방수매트,1160.0,6280.0,3.7,66.0,0.33,1.14,15,3,방수매트,3490.0
2051,아기방꾸미기,1100.0,7570.0,3.3,40.3,0.32,0.58,15,3,아기방꾸미기,1380.0
2052,베란다매트,2070.0,14300.0,17.4,347.9,0.87,2.65,15,3,베란다매트,1650.0
2053,운동매트,1330.0,6330.0,8.4,104.8,0.66,1.77,15,3,운동매트,3590.0
2054,강아지미끄럼방지매트,2870.0,7810.0,15.5,219.0,0.56,3.02,15,3,강아지미끄럼방지매트,2890.0
2055,햇빛가리개,2030.0,11900.0,8.1,138.2,0.42,1.25,15,3,햇빛가리개,2520.0
2056,어린이침대,1920.0,18000.0,16.6,373.6,0.91,2.27,15,3,어린이침대,2060.0
2057,현관매트,2850.0,13900.0,35.8,197.2,1.3,1.53,15,3,현관매트,2200.0
2058,요가매트,8960.0,59800.0,53.1,1250.0,0.62,2.22,15,3,요가매트,4000.0
2059,폴딩매트,1730.0,1150.0,0.9,6.8,0.06,0.65,15,3,폴딩매트,2290.0
2060,미끄럼방지패드,3730.0,21100.0,35.9,198.3,1.0,0.99,15,3,미끄럼방지패드,2450.0
2061,자동차매트,2320.0,10700.0,27.5,219.1,1.24,2.2,15,3,자동차매트,1420.0
2062,자석칠판,1150.0,6780.0,13.0,110.7,1.16,1.75,15,3,자석칠판,3560.0
2063,모서리보호대,4830.0,17100.0,34.1,227.0,0.74,1.4,15,3,모서리보호대,2460.0
2064,셈플러스,2550.0,1320.0,0.0,0.0,0.0,0.0,1,2,셈플러스,610.0
2065,신생아욕조,1090.0,10200.0,1.5,63.6,0.15,0.67,15,3,신생아욕조,1450.0
2066,자석보드,1020.0,5420.0,4.0,62.5,0.41,1.25,15,3,자석보드,3060.0
2067,방염매트,1080.0,4530.0,4.9,29.2,0.47,0.7,15,3,방염매트,1820.0
2068,락카,3590.0,6600.0,14.5,48.0,0.42,0.77,15,3,락카,10890.0
2069,흡음재,4050.0,8160.0,49.8,131.0,1.27,1.71,15,3,흡음재,8360.0
2070,폼롤러,11500.0,91900.0,35.8,1137.5,0.33,1.32,15,3,폼롤러,3330.0
2071,홈트레이닝기구,1150.0,5500.0,9.6,83.0,0.87,1.65,15,3,홈트레이닝기구,1890.0
2072,요가링,2210.0,14000.0,6.0,169.4,0.28,1.31,15,3,요가링,1550.0
2073,덤벨,6230.0,29200.0,18.7,293.0,0.32,1.08,15,3,덤벨,1450.0
2074,아령,5150.0,22700.0,16.2,268.5,0.33,1.28,15,3,아령,1700.0
2075,스텝박스,1850.0,8470.0,1.5,41.2,0.09,0.52,15,3,스텝박스,1400.0
2076,포켓몬마스크,2930.0,41600.0,21.3,1132.5,0.75,2.89,15,3,포켓몬마스크,4550.0
2077,포켓몬,44100.0,201500.0,21.8,47.3,0.06,0.03,15,3,포켓몬,820.0
2078,꼬부기,3400.0,29600.0,2.4,3.7,0.08,0.02,11,2,꼬부기,730.0
2079,포켓몬인형,1430.0,14600.0,2.7,129.7,0.2,0.97,15,3,포켓몬인형,1430.0
2080,포켓몬피규어,2790.0,33000.0,9.0,274.0,0.35,0.91,15,3,포켓몬피규어,1290.0
2081,피카츄,14600.0,106800.0,5.5,10.7,0.04,0.02,15,3,피카츄,3480.0
2082,이브이,4690.0,38500.0,0.8,145.9,0.02,0.42,11,2,이브이,1660.0
2083,리자몽,3910.0,30700.0,1.5,146.4,0.05,0.52,14,3,리자몽,400.0
2084,포켓몬스터,31500.0,133100.0,13.9,20.3,0.05,0.02,15,3,포켓몬스터,770.0
2085,낮잠이불,2230.0,34100.0,11.0,221.5,0.51,0.68,15,3,낮잠이불,2110.0
2086,아기장난감,1250.0,9970.0,5.0,61.8,0.41,0.67,15,3,아기장난감,2340.0
2087,애착인형,3950.0,34800.0,7.9,134.5,0.21,0.42,15,3,애착인형,1200.0
2088,주방놀이,1470.0,18200.0,3.3,115.5,0.23,0.69,15,3,주방놀이,1610.0
2089,겉싸개,1220.0,14400.0,4.7,174.3,0.39,1.3,15,3,겉싸개,990.0
2090,우주복,2620.0,22000.0,4.0,41.1,0.16,0.2,15,3,우주복,1720.0
2091,속싸개,1880.0,16500.0,3.5,131.0,0.19,0.85,15,3,속싸개,2080.0
2092,미니파우치,1490.0,9920.0,4.3,61.5,0.3,0.68,15,3,미니파우치,1380.0
2093,아기침대,5360.0,48100.0,30.0,736.9,0.58,1.66,15,3,아기침대,1630.0
2094,모달,3030.0,12400.0,2.5,3.3,0.09,0.03,15,3,모달,1820.0
2095,유아침대,1220.0,12200.0,13.3,400.5,1.11,3.51,15,3,유아침대,1670.0
2096,범퍼침대,2870.0,34200.0,22.7,577.3,0.82,1.83,15,3,범퍼침대,2210.0
2097,플레이모빌,2780.0,18800.0,26.8,368.8,1.01,2.14,15,3,플레이모빌,1180.0
2098,소품샵,3920.0,33400.0,43.3,341.5,1.16,1.13,15,3,소품샵,810.0
2099,문구류,1710.0,2960.0,27.2,48.5,1.64,1.75,15,3,문구류,1770.0
2100,학용품,1180.0,4120.0,7.0,54.8,0.62,1.42,15,3,학용품,1540.0
2101,오메가3,37100.0,264500.0,129.3,2429.3,0.37,0.97,15,3,오메가3,12010.0
2102,초임계알티지오메가3,3770.0,27700.0,18.4,422.0,0.52,1.62,15,3,초임계알티지오메가3,4740.0
2103,식물성알티지오메가3,2120.0,21300.0,18.8,487.6,0.92,2.37,15,3,식물성알티지오메가3,7530.0
2104,알티지오메가3,6750.0,64600.0,21.3,926.8,0.33,1.54,15,3,알티지오메가3,8380.0
2105,오메가3효능,5040.0,38400.0,7.9,490.0,0.17,1.37,15,3,오메가3효능,3670.0
2106,오메가3추천,3080.0,18700.0,22.2,479.2,0.75,2.72,15,3,오메가3추천,6260.0
2107,RTG오메가3,3510.0,23600.0,13.5,375.4,0.41,1.7,15,3,RTG오메가3,9060.0
2108,알티지오메가3추천,1590.0,6530.0,6.2,215.4,0.41,3.5,15,3,알티지오메가3추천,5780.0
2109,초임계오메가3,1090.0,3900.0,0.5,29.8,0.06,0.82,15,3,초임계오메가3,5150.0
2110,식물성오메가3,2070.0,13200.0,15.3,163.6,0.77,1.33,15,3,식물성오메가3,8540.0
2111,오메가,9890.0,42900.0,2.1,12.2,0.03,0.04,15,3,오메가,5390.0
2112,노르딕오메가3,1410.0,6020.0,1.4,51.5,0.11,0.91,15,3,노르딕오메가3,5090.0
2113,DHA,1640.0,5160.0,1.1,78.5,0.08,1.59,15,3,DHA,2280.0
