,연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도
338,겨울거실슬리퍼,60.0,470.0,0.0,1.3,0.0,0.29,3,3
339,굽실내화,10.0,180.0,0.0,0.0,0.0,0.0,3,3
340,남자거실슬리퍼,10.0,60.0,0.0,1.8,0.0,2.7,14,3
341,남자거실실내화,10.0,60.0,0.0,0.0,0.0,0.0,3,3
342,남자실내슬리퍼,70.0,310.0,0.7,5.0,1.07,1.69,15,3
343,뽀글이실내화,370.0,1350.0,0.7,2.0,0.18,0.16,3,3
344,신혼부부슬리퍼,10.0,20.0,0.0,0.7,0.0,2.9,5,2
345,아기층간소음실내화,90.0,1430.0,0.4,12.0,0.47,0.89,7,2
346,아동거실실내화,10.0,110.0,0.0,0.5,0.0,0.47,4,1
347,아동용거실화,10.0,40.0,0.0,0.0,0.0,0.0,3,3
348,아동층간소음실내화,10.0,80.0,0.2,0.7,1.93,0.84,5,2
349,양털슬리퍼,1800.0,18100.0,8.1,114.3,0.48,0.67,15,3
